"","created_by","name","tourism","addr.city","addr.country","addr.housenumber","addr.postcode","addr.state","addr.street","phone","website","url","is_in","website.official","contact.phone","contact.website","operator","source","source.location","building","wheelchair","description","internet_access","internet_access.fee","old_name","beds","rooms","alt_name","wifi","email","fax","opening_hours","survey.date","addr.housename","wikipedia","smoking","stars","official_name","fee.amount","lat","lon","place","note","int_name","capacity","contact.email","contact.fax","entrance","historic","ref","amenity","wheelchair.description","contact.addr.city","contact.addr.housenumber","contact.addr.postcode","contact.addr.street","cuisine","ele","note.de","operator.tenant","shower","url.official","addr.suburb","FIXME","microbrewery","access","disused","toilets.wheelchair","layer","payment.bitcoin","designation","name.de","name.fr","addr.place","architect","shop","fixme","office","short_name","pilgrimage","wheelchair.entrance_width","wheelchair.step_height","name.en","contact.facebook","bedcost","kitchen","horse","trail_riding_station","payment.cash","payment.coins","payment.credit_cards","payment.cryptocurrencies","payment.debit_cards","payment.electronic_purses","payment.notes","tourism_1","hostel.beds","heritage","heritage.operator","mhs.inscription_date","ref.mhs","pub","level","addr.city.de","addr.city.it","addr.street.de","addr.street.it","name.it","information","gfoss_id","istat_id","population","barrier","image","phone.2","phone.3","IT.iva","loc_name","contact.mobile","ref.vatin","addr.province","price"
"1","JOSM","YMCA","hostel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-33.8890868,151.2008132,
