"","name","tourism","website","addr.city","place","lat","lon"
"890","Ferienpark Thümmlitzsee (""Thümmlitz Erholung"")","camp_site","http://www.thuemmlitzsee.de","Großbothen OT Förstgen","Sachsen",51.1918062,12.800036
"891","Erholungsgebiet Biehainer See'n (Camping Biehain)","camp_site",NA,"Horka OT Biehain","Sachsen",51.283969,14.9230544
"892","Bischheim Wiesengrund","camp_site",NA,NA,"Sachsen",51.2353818,14.0267963
"893","Camping Fiedler","camp_site",NA,NA,"Sachsen",51.3711278,12.1951806
"894","Camping ""Sächsische Schweiz""","camp_site","http://www.caravan-camping-saechsischeschweiz.de","Kurort Gohrisch","Sachsen",50.9142604,14.1071415
"895","Campingplatz Dresden-Nord (Campingplatz Dresden-Volkersdorf)","camp_site","http://www.dresden-camping.com","Radeburg","Sachsen",51.1385169,13.7199239
"896","Campingplatz Mutzschen-Roda","camp_site","http://www.campingplatz-mutzschen-roda.de","Mutzschen OT Roda","Sachsen",51.2808608,12.8839109
"897","Freizeit- und Erholungszentrum Eilenburg","camp_site","http://www.camp-eb.de","Eilenburg","Sachsen",51.4714964,12.6796536
"898","Campinghof Bartl","camp_site","http://www.markkleeberger-see.info/ms_uebernachten_campinghofbartl.html","Markkleeberg","Sachsen",51.2702997,12.4305215
"899","Campingplatz Wildschütz (""Am Wildschützer Bruch"")","camp_site",NA,"Wildschütz","Sachsen",51.4679706,12.8496267
"900","Münchteich","camp_site","http://www.stadt-grimma.de/06_tourismus/camping.php","Grimma","Sachsen",51.240585,12.6843804
"901","Campingplatz Falkenhain","camp_site",NA,"Mittweida OT Falkenhain","Sachsen",51.0286251,12.993277
"902","Camping beim Bildhauer","camp_site","http://www.camping-im-erzgebirge.de/","Königswalde","Sachsen",50.5571711,13.0468672
"903","Camping Endler","camp_site","http://www.urlaub-endler.de/","Sebnitz OT Schönbach","Sachsen",50.9828983,14.2308909
"904","Camping am Erlebnisbad","camp_site","http://www.strehla.de/pages/erlebnisbad.htm","Strehla","Sachsen",51.362323,13.2247576
"905","Sport- und Familiencamp Stolpen","camp_site","http://www.stolpen.de/","Stolpen","Sachsen",51.0435564,14.0860211
"906","Camping am Tonschacht","camp_site",NA,"Niesky OT See","Sachsen",51.3007743,14.8040244
"907","Waldbad Niesendorf","camp_site","http://www.campingplatz-niesendorf.de","Königswartha OT Niesendorf","Sachsen",51.2977032,14.3103323
"908","Campingplatz Mannichswalde","camp_site","www.crimmitschau.de/crm/content/12/20012004163627.asp","Crimmitschau OT Mannichswalde","Sachsen",50.8137429,12.2972816
"909","CLOSED (Obere Walkmühle)","camp_site",NA,NA,"Sachsen",51.4951855,13.0207736
"910","Campingmöglichkeit im Sportboothafen","camp_site",NA,NA,"Sachsen",51.4768777,13.1366188
"911","Campinggelegenheit im Jugend- und Freizeitzentrum","camp_site",NA,NA,"Sachsen",51.4714443,13.134917
"912","Campingmöglichkeit im Naturbad ""Bad Erlengrund""","camp_site",NA,NA,"Sachsen",51.476008,13.1075319
"913","Campinggelegenheit an der Schrödermühle","camp_site","http://www.pension-hubertushof-freiberg.de",NA,"Sachsen",50.8830781,13.2819089
"914","Campinggelegenheit im Dresdner Segel-Verein, Pillnitzer Insel 1928 e.V.","camp_site","http://www.segelverein-pillnitz.de","Dresden","Sachsen",51.005032,13.86725
"915","Campinggelegenheit an der Ochelbaude","camp_site","http://www.ochelbaude.de","Rathmannsdorf","Sachsen",50.9425999,14.1407804
"916",NA,"camp_site",NA,NA,"Sachsen",51.3450441,13.2691455
"917","Campingplatz Reinsberg","camp_site",NA,"Reinsberg","Sachsen",51.0036809,13.3597123
"918","Kleinreitbetrieb Hermsdorfer","camp_site",NA,"Oederan","Sachsen",50.8738507,13.2282541
"919","Stellplatz für Wohnwagen","camp_site",NA,NA,"Sachsen",51.2915565,13.1056295
"920","Europ. Jugendcamp","camp_site",NA,NA,"Sachsen",51.2910653,13.1066657
"921",NA,"camp_site",NA,NA,"Sachsen",50.6254409,12.5101342
"922","Camping am Bauernhof","camp_site","http://www.camping-bauernhof-neundorf.de/","Großhennersdorf / OT Neundorf","Sachsen",51.0054293,14.8269037
"923",NA,"camp_site",NA,NA,"Sachsen",51.2855797,14.7758021
"924",NA,"camp_site",NA,NA,"Sachsen",50.432358,12.1102829
"925","Fahrerlager","camp_site",NA,NA,"Sachsen",50.8385132,13.4425947
"926","Camping Begerburg","camp_site",NA,"Dresden","Sachsen",51.0228889,13.6894271
"927","Naherholungsgebiet ""Brettmühlenteich"" Zschorna","camp_site","http://www.tauscha.com/freizeit--tourismus/nez/index.html",NA,"Sachsen",51.2525091,13.7532073
"928",NA,"camp_site",NA,NA,"Sachsen",50.9818278,13.9244536
"929","Campingplatz Pressel","camp_site",NA,"Laußig OT Kossa OT Pressel","Sachsen",51.5789359,12.7301592
"930","Elbe km103, Ernst Haacke","camp_site",NA,"Nünchritz OT Grödel","Sachsen",51.3037978,13.3661736
"931","Schlesierland","camp_site","http://www.motel-schlesierland.com/","Markersdorf","Sachsen",51.1474779,14.8432559
"932","Schwimmendes Haus Camping","camp_site",NA,NA,"Sachsen",51.5264746,14.166398
"933",NA,"camp_site",NA,NA,"Sachsen",50.8183661,13.6630872
"934","Campingplatz Paulsdorf","camp_site",NA,"Dippoldiswalde","Sachsen",50.9147198,13.6510339
"935","Campingpark Knappensee","camp_site","http://www.camping-dresden.com/knappensee/de/start/start.htm","Lohsa OT Groß Särchen","Sachsen",51.3725744,14.3082924
"936","Barth-Mühle","camp_site","http://www.barthmuehle.de/",NA,"Sachsen",51.1295092,13.435644
"937","Campingplatz Waldbad","camp_site","http://www.waldbad-bernsdorf.de/",NA,"Sachsen",51.3670711,14.0350255
"938",NA,"camp_site",NA,NA,"Sachsen",51.5011921,14.8136228
"939",NA,"camp_site",NA,NA,"Sachsen",51.3605415,14.9470955
"940","Campingplatz ""Kleiner Galgenteich""","camp_site","http://www.camping-erzgebirge.de","Altenberg","Sachsen",50.7659492,13.7456334
"941","Bootshaus Burghausen","camp_site","http://rudern-in-leipzig.de","Leipzig","Sachsen",51.3572043,12.2567997
"942",NA,"camp_site",NA,NA,"Sachsen",51.437145,12.3457017
"943","Zeltplatz für Radler von Mai bis Oktober","camp_site","www.lausitz-Neisse-Touren.de","Klein Priebus","Sachsen",51.4540553,14.9569791
"944","WSZ-Camp-Spreetal","camp_site",NA,NA,"Sachsen",51.4990081,14.3445666
"945","Bungalows Jägerhütten","camp_site",NA,NA,"Sachsen",50.474754,12.4555935
"946","Bungalows Schöne Aussicht","camp_site",NA,NA,"Sachsen",50.4745792,12.4570131
"947",NA,"camp_site",NA,NA,"Sachsen",50.4763003,12.4611497
"948",NA,"camp_site",NA,NA,"Sachsen",50.4367807,12.9679645
"949","Naturcamping Abenteuercamp","camp_site",NA,NA,"Sachsen",51.0063311,12.9848536
"950","Camping Hain","camp_site",NA,NA,"Sachsen",51.1753294,12.4535749
"951","DK0006","camp_site",NA,NA,"Schleswig-Holstein",54.0342,9.42346
"952","Camping am Niobe","camp_site",NA,NA,"Schleswig-Holstein",54.521964,11.1527107
"953","Camping am Belt","camp_site",NA,NA,"Schleswig-Holstein",54.5284987,11.0973552
"954","Campingplatz Lanzer See","camp_site","http://www.camping-lanzer-see.de/index.php",NA,"Schleswig-Holstein",53.4099261,10.5974127
"955","Südstrand","camp_site",NA,NA,"Schleswig-Holstein",54.4130365,11.2503579
"956","Insel Camp Fehmarn","camp_site",NA,NA,"Schleswig-Holstein",54.4141273,11.2449315
"957",NA,"camp_site",NA,NA,"Schleswig-Holstein",54.4683996,10.0057938
"958",NA,"camp_site",NA,NA,"Schleswig-Holstein",54.6736069,10.0332822
"959","Jugendzeltplatz Noer","camp_site",NA,NA,"Schleswig-Holstein",54.4714469,10.0076146
"960",NA,"camp_site",NA,NA,"Schleswig-Holstein",54.2173373,9.2765441
"961","Neptun","camp_site",NA,NA,"Schleswig-Holstein",54.0366473,10.7448795
"962","Jugendgruppenzeltplatz Falkenhorst","camp_site","http://www.verein-falkenhorst-sh.de",NA,"Schleswig-Holstein",54.4104903,10.1879305
"963","Hohner Fähre","camp_site",NA,NA,"Schleswig-Holstein",54.2858157,9.3986221
"964","Rosenfelder Strand Ostsee Camping","camp_site",NA,NA,"Schleswig-Holstein",54.2653916,11.0786435
"965","Camping am Deich","camp_site",NA,NA,"Schleswig-Holstein",54.5264364,11.1176246
"966","Campingplatz Flüggerteich","camp_site",NA,NA,"Schleswig-Holstein",54.4530501,11.0130829
"967","Camping Flügger Strand","camp_site",NA,NA,"Schleswig-Holstein",54.4518537,11.0079254
"968","Kalkhütte","camp_site",NA,NA,"Schleswig-Holstein",53.7272016,10.7683689
"969","Eidertal","camp_site",NA,NA,"Schleswig-Holstein",54.3065666,9.2569927
"970","Campingplatz Schmidt","camp_site",NA,NA,"Schleswig-Holstein",53.6627698,10.6598983
"971","Seepferdchen","camp_site",NA,NA,"Schleswig-Holstein",54.0342811,10.7409421
"972","Am Strande","camp_site",NA,NA,"Schleswig-Holstein",54.0928808,10.8258721
"973","Lotsenhaus","camp_site",NA,NA,"Schleswig-Holstein",54.092479,10.8274537
"974",NA,"camp_site",NA,NA,"Schleswig-Holstein",54.0773611,10.3475065
"975","Camping Püttenwarft","camp_site",NA,NA,"Schleswig-Holstein",54.4780309,8.8162474
"976","Campingplatz Lüttauer See","camp_site",NA,NA,"Schleswig-Holstein",53.600664,10.7171286
"977","Naturcamping Kirchsee","camp_site",NA,NA,"Schleswig-Holstein",54.2282099,10.2854873
"978",NA,"camp_site",NA,NA,"Schleswig-Holstein",54.3244203,8.6960439
"979",NA,"camp_site","http://www.behlendorfercampingfreunde.de/",NA,"Schleswig-Holstein",53.7027454,10.6707418
"980","Zum Reiterhof","camp_site","http://www.camping-schuldt.de/campingplatz.html",NA,"Schleswig-Holstein",54.3561602,10.6088421
"981","Teichhof Camping","camp_site",NA,NA,"Schleswig-Holstein",54.5272878,11.1140676
"982","Schierhorn","camp_site",NA,NA,"Schleswig-Holstein",53.6645606,10.6646332
"983","Campingplatz Ritzebüttel","camp_site","http://www.gasthof-ritzebuettel.de/campingplatz.html",NA,"Schleswig-Holstein",54.1724533,9.8423633
"984","Camping Stieglitz","camp_site","camping-stieglitz.de",NA,"Schleswig-Holstein",54.2426659,11.0800761
"985","Camping Süderholz","camp_site","http://www.campingplatz-suederholz.de/","Sieverstedt","Schleswig-Holstein",54.6528349,9.450159
"986",NA,"camp_site",NA,NA,"Schleswig-Holstein",53.9284708,9.889748
"987","Insel-Camp","camp_site",NA,NA,"Schleswig-Holstein",54.4156708,11.245006
"988","OSTSEESTRAND CAMPINGPLATZ SCHARBEUTZ","camp_site",NA,NA,"Schleswig-Holstein",54.0355607,10.7459184
"989","Übernachtungsplatz Winderatter See","camp_site",NA,NA,"Schleswig-Holstein",54.7409027,9.5884238
"990","Übernachtungsplatz Schäferhaus","camp_site",NA,NA,"Schleswig-Holstein",54.7933551,9.3502276
"991","Übernachtungsplatz Koppelheck","camp_site",NA,NA,"Schleswig-Holstein",54.7553,9.8478
"992","Saalerastplatz","camp_site","http://www.saalerastplatz.de",NA,"Th�ringen",51.0427717,11.6792331
"993","Am Gottessegen","camp_site",NA,NA,"Th�ringen",50.6772294,10.9584055
"994","Campingplatz am Waldbad","camp_site","http://www.neustadt-harz-camping.de/","Neustadt/Harz","Th�ringen",51.5684595,10.8289548
"995","Haselberg","camp_site",NA,NA,"Th�ringen",51.1883746,11.4231741
"996","Bad-Camp","camp_site",NA,NA,"Th�ringen",51.0356441,11.287423
"997","Naturcampingplatz Ebenshausen","camp_site",NA,NA,"Th�ringen",51.0875418,10.3215292
"998","Krumos' Kanustation","camp_site",NA,NA,"Th�ringen",51.04906,10.249037
"999","Camping-Oase Wahlhausen","camp_site","http://www.camping-oase.de/","Wahlhausen","Th�ringen",51.288689,9.9766404
"1000","Feriensiedlung Nüßleshof","camp_site","http://www.feriensiedlung-nuessleshof.de/","Fambach / Heßles","Th�ringen",50.7636608,10.4169061
"1001","Campingplatz Kiesgrube Immelborn","camp_site","http://www.kiesgrube-immelborn.de/","Immelborn","Th�ringen",50.7953702,10.2913731
"1002","Camping Freizeitpark Stausee Hohenfelden","camp_site","http://www.stausee-hohenfelden.de/","Hohenfelden","Th�ringen",50.8730737,11.1759239
"1003","Campingplatz Am Waldbad","camp_site","http://www.campingbreitenbach.de","St.Kilian OT Breitenbach","Th�ringen",50.5469597,10.7780484
"1004","Campingplatz ""Bergsee Ratscher""","camp_site","http://www.bergseeratscher.de/","Schleusingen","Th�ringen",50.4927406,10.7909768
"1005","Camping Tiefurt","camp_site","http://www.camping-weimar-tiefurt.de/",NA,"Th�ringen",50.9928251,11.3654564
"1006","Campingplatz Saalburg-Kloster","camp_site","http://www.saalburg-ebersdorf.de/phpwcms/index.php?camping","Saalburg-Ebersdorf","Th�ringen",50.5152344,11.7294504
"1007","Campingplatz am Schwanenteich","camp_site","http://www.campingplatz-am-schwanenteich.de/","Mühlhausen","Th�ringen",51.2005106,10.4318339
"1008","Campingplatz Bergwiese Thüringen","camp_site","http://www.bergwiese-thueringen.de","Thalwenden","Th�ringen",51.352822,10.0421901
"1009","Campingplatz Wolfsmühle","camp_site","http://www.wolfsmuehle.de","Nordhausen / Rodishain","Th�ringen",51.5379034,10.9260587
"1010","Pechhütte","camp_site",NA,NA,"Th�ringen",50.4695722,11.8566868
"1011","Pfadfinderzentrum Schleifenberghütte","camp_site","http://www.huetten-haeuser-zeltplaetze.de/schleifenberg","Sonneberg","Th�ringen",50.3821368,11.1813514
"1012","Ferienland Crispendorf - Zeltplatz","camp_site",NA,NA,"Th�ringen",50.5811243,11.6999877
"1013",NA,"camp_site",NA,NA,"Th�ringen",51.3692134,10.8902532
"1014",NA,"camp_site",NA,NA,"Th�ringen",50.6144724,12.0318147
"1015","Wasserwanderrastplatz","camp_site",NA,NA,"Th�ringen",50.4015325,11.6999877
"1016",NA,"camp_site",NA,NA,"Th�ringen",50.5466198,11.0588788
