"","name","tourism","website","addr.city","place","lat","lon"
"646","Campingplatz","camp_site",NA,"Borgholzhausen","Nordrhein-Westfalen",52.1098353,8.3342732
"647","Jugendzeltplatz","camp_site",NA,NA,"Nordrhein-Westfalen",50.4992152,6.6256752
"648","Campingplatz Dreilaendersee","camp_site","http://www.campingplatz-gronau.com/",NA,"Nordrhein-Westfalen",52.2373569,7.0788905
"649","WoMo Stellplatz","camp_site",NA,NA,"Nordrhein-Westfalen",51.3156407,7.0863804
"650","WoMo Stellplatz","camp_site",NA,NA,"Nordrhein-Westfalen",51.3048826,7.0859155
"651",NA,"camp_site",NA,NA,"Nordrhein-Westfalen",51.4885805,9.1657039
"652",NA,"camp_site",NA,"Dülmen","Nordrhein-Westfalen",51.865428,7.3701934
"653","Campingplatz Fährhaus Pitt-Jupp","camp_site","http://www.fährhaus-pitt-jupp.de/Camping.htm",NA,"Nordrhein-Westfalen",51.1586611,6.852237
"654","Blaue Lagune","camp_site","http://www.blaue-lagune.de/",NA,"Nordrhein-Westfalen",51.3809302,6.2694047
"655","Campingplatz Ruhrtalblick","camp_site","http://www.ruhrtalblick.de/",NA,"Nordrhein-Westfalen",51.4685307,7.6816345
"656","Campingplatz Kampmeier","camp_site","http://www.campingplatz-kampmeier.de/",NA,"Nordrhein-Westfalen",51.4696802,7.6849389
"657","Campingplatz Sonnenwiese","camp_site",NA,NA,"Nordrhein-Westfalen",52.173651,8.907357
"658","Schepers Linde","camp_site",NA,NA,"Nordrhein-Westfalen",51.6567419,6.8113442
"659","Weser AktivHotel Corvey","camp_site",NA,NA,"Nordrhein-Westfalen",51.7771361,9.4100544
"660","Dahlemer Binz","camp_site",NA,NA,"Nordrhein-Westfalen",50.4075611,6.5383641
"661","Camping und Freienpark Brilon","camp_site",NA,NA,"Nordrhein-Westfalen",51.3788479,8.5855878
"662","WSV Beverungen","camp_site",NA,NA,"Nordrhein-Westfalen",51.6512209,9.3734879
"663","Jugendzeltplatz Mariagrube","camp_site",NA,NA,"Nordrhein-Westfalen",50.5964058,6.3115357
"664","Jugendzeltplatz Widdau","camp_site",NA,NA,"Nordrhein-Westfalen",50.5632827,6.2988496
"665","Hof Abstoss","camp_site",NA,NA,"Nordrhein-Westfalen",50.9778633,7.3549796
"666","Campingplatz Franz Althoff","camp_site",NA,NA,"Nordrhein-Westfalen",51.6951172,7.2936367
"667",NA,"camp_site",NA,NA,"Nordrhein-Westfalen",51.5638118,7.9756919
"668","Bever-Camping Käfernberg","camp_site",NA,NA,"Nordrhein-Westfalen",51.1486672,7.371172
"669","Freizeitpark Klaukenhof","camp_site","http://www.freizeitpark-klaukenhof.de","Datteln","Nordrhein-Westfalen",51.6690251,7.368148
"670","Am Kempel","camp_site",NA,NA,"Nordrhein-Westfalen",51.4099996,7.1453241
"671","Jugendzeltplatz ""Eyller See""","camp_site","http://www.Jugendzeltplatz-Eyll.de","Kerken","Nordrhein-Westfalen",51.4330112,6.3780577
"672","Liemann","camp_site",NA,NA,"Nordrhein-Westfalen",51.9975017,6.866448
"673","Jugendzeltplatz Dollendorf","camp_site",NA,NA,"Nordrhein-Westfalen",50.38965,6.7098558
"674","Auf der Gathe","camp_site",NA,NA,"Nordrhein-Westfalen",51.1047269,7.5066986
"675",NA,"camp_site",NA,NA,"Nordrhein-Westfalen",50.7285982,8.1419845
"676","Camping Sauer","camp_site","http://www.camping-sauer.de/",NA,"Nordrhein-Westfalen",50.7740181,7.3231066
"677","Quellental, Camping","camp_site",NA,NA,"Nordrhein-Westfalen",51.9325401,8.7689113
"678","Heide Camp","camp_site",NA,"Brüggen","Nordrhein-Westfalen",51.2564706,6.1733942
"679","Camping Schulze Althoff","camp_site",NA,NA,"Nordrhein-Westfalen",52.0733,7.2228477
"680","Zeltplatz Kevin's Pub","camp_site","http://www.kevins-pub.de",NA,"Nordrhein-Westfalen",51.6292704,6.2000232
"681","Jugendgruppenzeltplatz Aachen","camp_site",NA,NA,"Nordrhein-Westfalen",50.7261525,6.0385365
"682",NA,"camp_site",NA,NA,"Nordrhein-Westfalen",52.0238156,8.9107096
"683","Hof Bleckmann","camp_site",NA,NA,"Nordrhein-Westfalen",51.6885722,7.6384948
"684",NA,"camp_site",NA,NA,"Nordrhein-Westfalen",51.7992474,8.4959936
"685","Campingplatz Grav-Insel","camp_site","http://www.grav-insel.com","Wesel","Nordrhein-Westfalen",51.6684494,6.55633
"686","Freizeitpark Wisseler See","camp_site","http://www.wisseler-see.de",NA,"Nordrhein-Westfalen",51.7616115,6.2823631
"687","Gästehaus Marina Nord","camp_site","http://www.gaestehaus-bergkamen.de",NA,"Nordrhein-Westfalen",51.6435121,7.6411964
"688","Campingplatz Hof Biggen","camp_site","http://www.biggen.de",NA,"Nordrhein-Westfalen",51.1370177,7.939498
"689","Gruppenzeltplatz","camp_site",NA,NA,"Nordrhein-Westfalen",50.3592726,6.4644662
"690","Eseloh","camp_site",NA,NA,"Nordrhein-Westfalen",51.0935003,7.7730747
"691","Biwakplatz an der Ruipes-Ropes-Hütte","camp_site",NA,NA,"Nordrhein-Westfalen",51.2174049,8.568356
"692",NA,"camp_site",NA,NA,"Nordrhein-Westfalen",52.2550426,8.5300448
"693","Campingplatz in der Gaußstrasse 6a","camp_site","http://www.hkk-herford.de/index.php?option=com_content&view=section&layout=blog&id=8&Itemid=53",NA,"Nordrhein-Westfalen",52.1029165,8.6841886
"694",NA,"camp_site",NA,"Witten","Nordrhein-Westfalen",51.4229681,7.3907175
"695","Camping Kurrenbach","camp_site",NA,NA,"Nordrhein-Westfalen",50.7394693,7.3154784
"696",NA,"camp_site",NA,NA,"Nordrhein-Westfalen",51.8986337,8.9942899
"697","Zur langen Renne","camp_site","www.lange-renne.de",NA,"Nordrhein-Westfalen",51.7346974,6.4830382
"698","Weidenbachtal","camp_site",NA,NA,"Nordrhein-Westfalen",50.6176142,6.3752791
"699","Tipidorf","camp_site",NA,"Hardt","Nordrhein-Westfalen",51.197051,6.3362191
"700","Wesercamping Höxter","camp_site","http://www.wesercamping-hoexter.de","Höxter","Nordrhein-Westfalen",51.7662277,9.3833269
"701",NA,"camp_site",NA,NA,"Nordrhein-Westfalen",50.832062,7.2001915
"702","WSC Porta","camp_site",NA,NA,"Nordrhein-Westfalen",52.2045838,8.8578013
"703",NA,"camp_site",NA,NA,"Rheinland-Pfalz",50.6189672,8.1246521
"704","Opa Schuler","camp_site",NA,NA,"Rheinland-Pfalz",49.5610088,6.3788069
"705","Jugendzeltplatz Boppard","camp_site","www.jzp-boppard.de",NA,"Rheinland-Pfalz",50.22335,7.58321
"706","Nature One Camping Village","camp_site",NA,NA,"Rheinland-Pfalz",50.0368234,7.4342597
"707","Campingplatz Winneburg","camp_site",NA,NA,"Rheinland-Pfalz",50.1591209,7.1432101
"708","Campingplatz Gänsedell","camp_site",NA,NA,"Rheinland-Pfalz",49.5119354,7.7825867
"709","Camping Sonnenstrand","camp_site","http://www.camping-sonnenstrand.de/",NA,"Rheinland-Pfalz",50.0544516,7.7722765
"710","Jugendzeltplatz Wolfsägerhof - nicht öffentlich","camp_site",NA,NA,"Rheinland-Pfalz",49.1201543,7.6910722
"711","Judendzeltplatz Kammerforst","camp_site",NA,NA,"Rheinland-Pfalz",49.5956796,6.5702789
"712","Feriendorf-Sahrtal","camp_site",NA,NA,"Rheinland-Pfalz",50.5113781,6.9513195
"713","Campingplatz Freilingen am Postweiher","camp_site",NA,NA,"Rheinland-Pfalz",50.5641986,7.8269452
"714","Motor home parking","camp_site",NA,NA,"Rheinland-Pfalz",50.3974877,7.6126312
"715","Gerhardshof","camp_site",NA,NA,"Rheinland-Pfalz",49.995379,7.8348567
"716",NA,"camp_site",NA,NA,"Rheinland-Pfalz",50.6639431,7.4525222
"717","Bahnhof Peterslahr","camp_site",NA,NA,"Rheinland-Pfalz",50.6139031,7.4910595
"718","Campingpark Kronenburger See","camp_site",NA,NA,"Rheinland-Pfalz",50.3620686,6.4540542
"719","Campingplatz ""Kueser Werth""","camp_site",NA,NA,"Rheinland-Pfalz",49.9082329,7.0573106
"720","Bäderblick","camp_site",NA,NA,"Rheinland-Pfalz",50.3360952,7.691879
"721","Kutschers Marina","camp_site",NA,NA,"Rheinland-Pfalz",50.333388,7.7021055
"722","Campingpark Dockweiler Mühle","camp_site","http://www.campingpark-dockweiler-muehle.de/","Dockweiler","Rheinland-Pfalz",50.2558817,6.7796291
"723","Lahrer Herrlichkeit","camp_site","http://www.camping-lahrer-herrlichkeit.de/","Oberlahr","Rheinland-Pfalz",50.6176727,7.5302643
"724","Zeltplatz Waldhambach","camp_site","http://www.dpsg-speyer.org/index.php/zeltplatz-waldhambach","Waldhambach","Rheinland-Pfalz",49.1596828,7.9860859
"725","Freizeit Arzbach","camp_site",NA,NA,"Rheinland-Pfalz",50.384138,7.754897
"726","Pfadfinderzeltplatz Eitelborn","camp_site","http://www.dpsgweisseroseeitelborn.de/",NA,"Rheinland-Pfalz",50.3720433,7.7135865
"727",NA,"camp_site",NA,NA,"Rheinland-Pfalz",50.0916555,6.3698995
"728","Campingplatz Waldsee Otterstadt","camp_site",NA,NA,"Rheinland-Pfalz",49.3731386,8.4613771
"729","Ulme (22)","camp_site",NA,NA,"Rheinland-Pfalz",50.4450925,7.5999999
"730","Rotbuche (17)","camp_site",NA,NA,"Rheinland-Pfalz",50.4466275,7.5961075
"731","Hartriegel (12)","camp_site",NA,NA,"Rheinland-Pfalz",50.4456128,7.5943648
"732","Elsbeere (10)","camp_site",NA,NA,"Rheinland-Pfalz",50.4447464,7.5960724
"733","Haselnuß (23)","camp_site",NA,NA,"Rheinland-Pfalz",50.44504,7.6006598
"734","Douglasie (8)","camp_site",NA,NA,"Rheinland-Pfalz",50.4441436,7.5963495
"735","Nußbaum (13)","camp_site",NA,NA,"Rheinland-Pfalz",50.445979,7.594612
"736","Kirschbaum (18)","camp_site",NA,NA,"Rheinland-Pfalz",50.4466456,7.596605
"737","Robinie (11)","camp_site",NA,NA,"Rheinland-Pfalz",50.4449349,7.5956638
"738","Holzbirne (9)","camp_site",NA,NA,"Rheinland-Pfalz",50.4444391,7.5962876
"739","Campingplatz Happy Holiday","camp_site","www.camping-happy-holiday.de",NA,"Rheinland-Pfalz",50.1090884,7.2349485
"740",NA,"camp_site",NA,NA,"Rheinland-Pfalz",49.7889399,6.8437367
"741",NA,"camp_site",NA,NA,"Rheinland-Pfalz",49.3799047,8.457706
"742","Sensweiler Mühle","camp_site",NA,NA,"Rheinland-Pfalz",49.769232,7.2046267
"743","Camping Moosalbtal","camp_site",NA,NA,"Rheinland-Pfalz",49.3242536,7.6647287
"744","Camping Südeifel","camp_site","http://www.camping-suedeifel.de/mainframe.htm","Irrel","Rheinland-Pfalz",49.8421558,6.4573659
"745","Natur-Camp Eifel","camp_site",NA,NA,"Rheinland-Pfalz",49.9397041,6.6257839
"746","Camping Im Eichenwald","camp_site","http://www.camping-im-eichenwald.de","Mittelhof","Rheinland-Pfalz",50.780227,7.7996455
"747","Zeltplatz/Grillhütte","camp_site",NA,NA,"Rheinland-Pfalz",50.6945265,7.776201
"748",NA,"camp_site",NA,NA,"Rheinland-Pfalz",49.3007304,8.091108
"749","Campingplatz Wolfsmühle","camp_site","http://www.camping-wolfsmuehle.de/",NA,"Rheinland-Pfalz",50.3151281,7.63363
"750","Hellenbach Camping","camp_site",NA,NA,"Rheinland-Pfalz",50.534032,7.2296076
"751","Altes Kurhaus","camp_site",NA,NA,"Rheinland-Pfalz",50.5806505,8.0330936
"752","Krombachtalsperre","camp_site",NA,NA,"Rheinland-Pfalz",50.6182487,8.1234794
"753","Campingplatz Nahe-Alsenz-Eck","camp_site","http://www.campingplatz-nahe-alsenz-eck.de/",NA,"Rheinland-Pfalz",49.8069558,7.8425874
"754",NA,"camp_site",NA,NA,"Rheinland-Pfalz",49.6113309,7.9717665
"755",NA,"camp_site",NA,NA,"Rheinland-Pfalz",49.6123689,7.9715349
"756","Heilhausener Mühle","camp_site",NA,NA,"Rheinland-Pfalz",50.1081353,6.350469
"757",NA,"camp_site",NA,NA,"Rheinland-Pfalz",50.5608565,7.9987302
"758","Zeltplatz Hinterweidenthal","camp_site",NA,NA,"Rheinland-Pfalz",49.179361,7.7433012
"759","Camping am Wiesensee","camp_site",NA,NA,"Rheinland-Pfalz",50.5830652,7.9863582
"760","Naturcamping Kyllburg","camp_site","http://www.campingkyllburg.de/",NA,"Rheinland-Pfalz",50.0377386,6.5909157
"761","Campingplatz Goldene Meile","camp_site",NA,NA,"Rheinland-Pfalz",50.5758953,7.2513626
"762","Relles Mühle","camp_site",NA,NA,"Rheinland-Pfalz",50.0524721,6.1229737
"763","Campingplatz am Hauserbach Stausee","camp_site",NA,NA,"Rheinland-Pfalz",50.2387714,7.8446941
"764",NA,"camp_site",NA,NA,"Rheinland-Pfalz",50.2162177,7.3909754
"765","Jugendzeltplatz Geiswiese","camp_site",NA,NA,"Rheinland-Pfalz",49.3181362,7.9201424
"766","Wassersport- und Campingclub Otterstadt","camp_site",NA,NA,"Rheinland-Pfalz",49.371216,8.4644894
"767","Wassersport- und Campingclub Otterstadt","camp_site",NA,NA,"Rheinland-Pfalz",49.3717895,8.4639974
"768","Campingplatz Haus am See","camp_site",NA,NA,"Rheinland-Pfalz",50.5985904,7.815622
"769","Little Creek","camp_site",NA,NA,"Rheinland-Pfalz",49.9987871,6.3529623
"770",NA,"camp_site",NA,NA,"Rheinland-Pfalz",50.2349401,6.2883212
"771","Pfadfinderzentrum","camp_site",NA,NA,"Rheinland-Pfalz",49.4437199,7.5667358
"772",NA,"camp_site",NA,NA,"Rheinland-Pfalz",50.2913098,8.0326266
"773","Campingplatz Landal Wirfttal","camp_site","http://www.landalcamping.de/de-de/campingplatze/deutschland/eifel/wirfttal",NA,"Rheinland-Pfalz",50.337343,6.5385633
"774","Camping Nimseck","camp_site","http://www.camping-nimseck.de",NA,"Rheinland-Pfalz",49.8537086,6.4646246
"775","Campingplatz Friedenau","camp_site","http://www.camping-friedenau.de","St. Goar","Rheinland-Pfalz",50.1496478,7.6943359
"776","Burgstadt Campingpark","camp_site","http://www.burgstadt.de/index.php?id=camping",NA,"Rheinland-Pfalz",50.0678807,7.4538964
"777","Campingplatz Papiermühle","camp_site","http://www.papiermuehle-campingplatz.de/",NA,"Rheinland-Pfalz",49.7713613,7.4576506
"778","Campingplatz Clausensee","camp_site","http://www.campingclausensee.de",NA,"Rheinland-Pfalz",49.2755505,7.7224782
"779","Camping Hundsweiher Sägmühle","camp_site",NA,NA,"Rheinland-Pfalz",49.27592,7.7094712
"780","Jugendzeltplatz","camp_site",NA,NA,"Rheinland-Pfalz",50.0557677,6.2772389
"781",NA,"camp_site",NA,NA,"Rheinland-Pfalz",49.9881706,6.1617476
"782","Campingplatz Gutenacker (Nr.1)","camp_site",NA,NA,"Rheinland-Pfalz",50.3285768,7.9323682
"783","Campingplatz Gutenacker (2)","camp_site",NA,NA,"Rheinland-Pfalz",50.3250015,7.8987655
"784",NA,"camp_site",NA,NA,"Rheinland-Pfalz",49.254413,7.9500938
"785",NA,"camp_site",NA,NA,"Rheinland-Pfalz",50.2208261,7.4464757
"786","Jugendzeltplatz Hollertal","camp_site",NA,NA,"Rheinland-Pfalz",49.2619848,7.6948787
"787","Edelsteincamp","camp_site",NA,NA,"Rheinland-Pfalz",49.8102066,7.2409544
"788","Trekkingplatz Südliche Weinstraße 7 - Kalmit","camp_site",NA,NA,"Rheinland-Pfalz",49.3145732,8.0821352
"789",NA,"camp_site",NA,NA,"Rheinland-Pfalz",49.0772022,7.7360676
"790","Camping Oosbachtal","camp_site",NA,NA,"Rheinland-Pfalz",50.238956,6.6146572
"791","Altschmiede","camp_site",NA,NA,"Rheinland-Pfalz",49.8377696,6.330952
"792",NA,"camp_site","http://www.camping-buettelwoog.de",NA,"Rheinland-Pfalz",49.1441263,7.7661445
"793","Campingplatz Pfrimmtal","camp_site",NA,NA,"Rheinland-Pfalz",49.551746,7.9611246
"794","Treckingplatz Südliche Weinstraße 8 - Enkenbach-Alsenborn","camp_site","http://www.trekking-pfalz.de/trekking-plaetze/uebersicht-der-plaetze/platz-8/",NA,"Rheinland-Pfalz",49.5168584,7.9470203
"795","Camping Zum stillen Winkel","camp_site",NA,NA,"Rheinland-Pfalz",50.5171226,7.4294908
"796","Campingplatz Loreleyblick","camp_site","http://www.camping-loreleyblick.de/",NA,"Rheinland-Pfalz",50.1447683,7.7224615
"797","Jugendzeltplatz am Teilberg","camp_site",NA,NA,"Rheinland-Pfalz",49.0832138,7.8479934
"798","Campingplatz Romantika","camp_site",NA,"Hahnenbach","Rheinland-Pfalz",49.8063376,7.4215528
"799",NA,"camp_site",NA,NA,"Rheinland-Pfalz",49.7752368,7.5183197
"800","Jugendzeltplatz Leimbachsbrück","camp_site","http://www.stadt-adenau.de/rathaus/vermietungen.html",NA,"Rheinland-Pfalz",50.3899068,6.9224813
"801",NA,"camp_site",NA,NA,"Rheinland-Pfalz",50.106662,6.9770054
"802",NA,"camp_site",NA,NA,"Rheinland-Pfalz",50.1055173,6.9796983
"803","Caravanplatz Mühlenweiher","camp_site",NA,NA,"Saarland",49.2818886,7.2297055
"804","Pfadfinder-/Jugendzeltplatz Herrgottshübel","camp_site",NA,NA,"Saarland",49.3771408,7.3171738
"805",NA,"camp_site",NA,NA,"Saarland",49.4890753,7.2699169
"806",NA,"camp_site",NA,NA,"Saarland",49.4951752,7.2692334
"807","Marina-Camp Elbe","camp_site","http://www.marina-camp-elbe.de/","Lutherstadt Wittenberg","Sachsen-Anhalt",51.8550226,12.6453222
"808","Domäne Stiege","camp_site","http://www.domaene-stiege.de/","Oberharz am Brocken","Sachsen-Anhalt",51.6802972,10.8776672
"809","Campingplatz Adria","camp_site","http://www.mildensee.de/adria.htm","Dessau OT Mildensee","Sachsen-Anhalt",51.8110893,12.3076809
"810","Möhlauer See","camp_site",NA,NA,"Sachsen-Anhalt",51.7414981,12.3564197
"811","Freizeit- und Erholungszentrum Plattensee","camp_site","http://www.gommern.de/de/stadt/dannigkow_freizeitzentrum.htm","Gommern OT Dannigkow","Sachsen-Anhalt",52.0616454,11.8589673
"812","Campingplatz ""Prödler See""","camp_site",NA,"Prödel","Sachsen-Anhalt",52.0275177,11.8967529
"813","Campingplatz „Nord- und Südsee“","camp_site",NA,NA,"Sachsen-Anhalt",52.3523406,11.7812064
"814","Heide-Camp Colbitz","camp_site","http://www.heide-camp-colbitz.de/",NA,"Sachsen-Anhalt",52.3327036,11.6302995
"815","Campingplatz Saaletal","camp_site",NA,NA,"Sachsen-Anhalt",51.588563,11.7559099
"816","Campingplatz und Waldbad Wischer","camp_site","http://www.camping-wischer.de","Hassel","Sachsen-Anhalt",52.6377576,11.9509177
"817","Sunshine Camp Apenburg","camp_site",NA,NA,"Sachsen-Anhalt",52.7055123,11.1963032
"818","Campingplatz ""Am Schönfelder See""","camp_site","http://www.camping-book.com/campingplatz-SchoEnfeld-id314.html","Schönfeld","Sachsen-Anhalt",52.7443584,12.0960283
"819","Seesportverein Dessau e.V.","camp_site","http://www.seesport-dessau.de","Dessau","Sachsen-Anhalt",51.8563316,12.2204915
"820","Wassersportgemeinschaft Wittenberg 1962 e.V. (Campingmöglichkeit)","camp_site","http://www.wsg-wittenberg.de","Lutherstadt Wittenberg","Sachsen-Anhalt",51.8617972,12.6614069
"821","An der Rudelsburg","camp_site",NA,NA,"Sachsen-Anhalt",51.1226124,11.7175107
"822","Birnbaumteich","camp_site",NA,NA,"Sachsen-Anhalt",51.6105722,11.0834542
"823",NA,"camp_site",NA,NA,"Sachsen-Anhalt",52.6050593,11.3004852
"824","Zeltplatz Königsee","camp_site","http://www.camping-koenigsee.de","Kemberg","Sachsen-Anhalt",51.7525047,12.5692347
"825","Tourismuszentrum Prettin","camp_site","http://tourismuszentrum.prettin.de/zentrum.htm","Prettin","Sachsen-Anhalt",51.6670159,12.9063735
"826","Camping an der Herberge Waldhaus","camp_site",NA,"Aken OT Kleinzerbst","Sachsen-Anhalt",51.817887,12.0634754
"827","Campingplatz ""Gisela-Eder-See""","camp_site","http://www.pretzien.de/s05.htm#210","Schönebeck OT Plötzky","Sachsen-Anhalt",52.0527461,11.8163629
"828","Campingplatz ""Kolumbussee""","camp_site","http://www.pretzien.de/s06.htm#211","Schönebeck OT Plötzky","Sachsen-Anhalt",52.0573099,11.8196433
"829","Campingplatz und Erholungscenter Jersleber See","camp_site","http://www.camping-ok.de","Niedere Börde OT Jersleben","Sachsen-Anhalt",52.2356786,11.5848783
"830","Camping Niegripper See","camp_site","http://www.stadt-burg.de/index.html?freizeit/niegripper_see.html","Burg","Sachsen-Anhalt",52.273022,11.7909878
"831","Campinggelegenheit an der Pension ""Zum Deich""","camp_site",NA,"Burg OT Niegripp","Sachsen-Anhalt",52.265905,11.7547243
"832","Wohnwagen-Camping und Ferienhaussielung Kamern","camp_site","http://www.naturlive.de","Kamern","Sachsen-Anhalt",52.7527335,12.1079846
"833","Campingplatz Seeblick (Seeperle Kamern)","camp_site","http://www.seeperle-kamern.de","Kamern","Sachsen-Anhalt",52.7515906,12.1071263
"834","Campingplatz ""Am Kamernschen See""","camp_site","http://www.guthohenkamern.de/campingplatz.html","Kamern","Sachsen-Anhalt",52.7446286,12.1018048
"835","Freizeitwohnanlage Schroeder & Waldcafe am See","camp_site","http://www.elb-havel-land.de/TourismusCamping.html","Kamern","Sachsen-Anhalt",52.7530452,12.1028347
"836","Campingplatz ""Am Freibad""","camp_site",NA,"Werben","Sachsen-Anhalt",52.862588,11.962039
"837","Kanuverein ""Harmonie"" Elster/Elbe (Campinggelegenheit)","camp_site",NA,"Zahna-Elster","Sachsen-Anhalt",51.8279174,12.8196928
"838","Ruderclub Wittenberg (Campinggelegenheit)","camp_site","www.ruderclubwittenberg.de","Lutherstadt Wittenberg","Sachsen-Anhalt",51.8633944,12.6675546
"839","Birnbaumteich","camp_site",NA,NA,"Sachsen-Anhalt",51.6131035,11.0887528
"840","Campingplatz Tangermünder Wassersportverein e.V.","camp_site","http://www.tangermuender-wassersportverein.de","Tangermünde","Sachsen-Anhalt",52.5376398,11.971022
"841","Yachthafen Arneburg","camp_site",NA,NA,"Sachsen-Anhalt",52.6736121,12.0110291
"842","Bremer Teich","camp_site",NA,NA,"Sachsen-Anhalt",51.6864756,11.1098461
"843",NA,"camp_site",NA,NA,"Sachsen-Anhalt",51.7406099,12.8379427
"844","Café am Dolben","camp_site",NA,NA,"Sachsen-Anhalt",52.3227626,11.5525253
"845","Boot u Campcenter Aken","camp_site",NA,NA,"Sachsen-Anhalt",51.8593663,12.036683
"846","Fahrerlager1","camp_site",NA,NA,"Sachsen-Anhalt",51.7632047,11.3641371
"847","Fahrerlager2","camp_site",NA,NA,"Sachsen-Anhalt",51.7621953,11.3624849
"848",NA,"camp_site",NA,NA,"Sachsen-Anhalt",52.379825,11.4932268
"849",NA,"camp_site",NA,NA,"Sachsen-Anhalt",52.3768778,11.4954584
"850",NA,"camp_site",NA,NA,"Sachsen-Anhalt",52.3737994,11.4882272
"851",NA,"camp_site",NA,NA,"Sachsen-Anhalt",52.3762294,11.4843862
"852",NA,"camp_site",NA,NA,"Sachsen-Anhalt",52.3720833,11.4879911
"853",NA,"camp_site",NA,NA,"Sachsen-Anhalt",52.3458144,11.4836071
"854",NA,"camp_site",NA,NA,"Sachsen-Anhalt",52.345722,11.4862474
"855","Pappelgrund","camp_site","http://pappelgrund.com/",NA,"Sachsen-Anhalt",51.4604193,11.8446096
"856","Campen Offroadstrecke","camp_site",NA,NA,"Sachsen-Anhalt",52.5182008,11.1744798
"857","Kanu-Fahrrad-Station","camp_site","http://www.kanuverleih-nebra.de",NA,"Sachsen-Anhalt",51.2794576,11.6495553
"858","Biwakplatz Memleben","camp_site",NA,NA,"Sachsen-Anhalt",51.2670742,11.4832694
"859","Biwakplatz Reinsdorf","camp_site",NA,NA,"Sachsen-Anhalt",51.2934361,11.5961312
"860","Freizeit- und Tourismusverein Balgstädt","camp_site","http://www.saale-unstrut.org/schlafen-unter-freiem-himmel/",NA,"Sachsen-Anhalt",51.2084114,11.7370594
"861","Campingplatz am Zabakucker See","camp_site","http://www.touristenzentrum-zabakuck.de/",NA,"Sachsen-Anhalt",52.4679419,12.2017809
"862","Campingplatz Grosser Schachtsee","camp_site","http://www.wolmirsleben.de/schachtsee/index.html",NA,"Sachsen-Anhalt",51.9535766,11.4670958
"863","Campingplatz Kretzschau","camp_site",NA,NA,"Sachsen-Anhalt",51.0646014,12.0838542
"864","Waldbad und Campingplatz Dähre","camp_site",NA,NA,"Sachsen-Anhalt",52.7939261,10.8852887
"865",NA,"camp_site",NA,NA,"Sachsen-Anhalt",51.3775974,11.6456495
"866",NA,"camp_site",NA,NA,"Sachsen-Anhalt",52.6902306,11.1419933
"867","Junkers Paddelgemeinschaft","camp_site","http://junkers-paddelgemeinschaft.de",NA,"Sachsen-Anhalt",51.8563867,12.2215083
"868","War-Starts-Here-Camp","camp_site",NA,NA,"Sachsen-Anhalt",52.4388773,11.3363771
"869","Zeltplatz Motorsport-Arena","camp_site",NA,NA,"Sachsen-Anhalt",52.0295942,11.2833678
"870","Campingplatz am Aktienbruch in Löbejün","camp_site","http://ig-klettern-halle.de/media/kunena/attachments/219/CAMPINGPLATZ_LOEBEJUEN.pdf","Löbejün","Sachsen-Anhalt",51.6276285,11.8967585
"871","SSV Bau-Weiß Barby Campingmöglichkeit","camp_site",NA,NA,"Sachsen-Anhalt",51.9591797,11.90575
"872",NA,"camp_site","http://seebad-edderitz.de/pages/camping.php",NA,"Sachsen-Anhalt",51.6931456,11.9223139
"873","Auf der Tenne","camp_site",NA,NA,"Sachsen-Anhalt",51.7602129,12.828185
"874","Zeltplatz im Naturbad","camp_site",NA,NA,"Sachsen-Anhalt",51.8562386,12.177006
"875",NA,"camp_site",NA,NA,"Sachsen",51.5016818,12.762412
"876",NA,"camp_site",NA,NA,"Sachsen",51.3952052,13.0053361
"877","Campingplatz Kriebstein","camp_site","http://www.kriebsteintalsperre.de/pitcms/.kriebsteintalsperre/hauptordner4/folge1_5","Kriebstein OT Höfchen","Sachsen",51.0375154,13.0096627
"878","Dresdner Segelclub 1910 e.V.","camp_site","http://www.dsc1910.de","Dresden","Sachsen",51.0398742,13.8200373
"879","Campingplatz Lindemühlenberg","camp_site",NA,"Dommitzsch OT Mahlitzsch","Sachsen",51.6306336,12.8553072
"880","Oberer Waldteich (Camping Dresden-Boxdorf)","camp_site","http://www.campingplatz-obererwaldteich.de","Boxdorf","Sachsen",51.1388885,13.7127656
"881","Waldcamping Erzgebirgsbad Thalheim","camp_site","http://www.waldcamping-erzgebirgsbad.de",NA,"Sachsen",50.7091005,12.8438119
"882",NA,"camp_site","www.riesaer-wassersportverein.de/camping.htm","Riesa","Sachsen",51.305935,13.3099392
"883","Bootshaus SSV Planeta","camp_site","http://www.kanu-radebeul.de/bootshaus/zeltplatz.html","Radebeul","Sachsen",51.1036149,13.6243598
"884","Volksbadcamp","camp_site",NA,"Herrnhut OT Ruppersdorf","Sachsen",51.0017644,14.7193383
"885","Surfclub Sachsen e.V.","camp_site",NA,NA,"Sachsen",51.112375,12.4681272
"886","Tipisiedlum","camp_site",NA,NA,"Sachsen",51.2919898,15.0219526
"887","Naherholungsgebiet ""Lübschützer Teiche"" (Camping Machern)","camp_site","http://www.camping-machern.de","Machern","Sachsen",51.3788656,12.6359066
"888","Radlerklause","camp_site",NA,NA,"Sachsen",51.5154198,14.7686785
"889","Marinekameradschaft Riesa","camp_site","http://www.mk-riesa.de/hafen.php","Riesa","Sachsen",51.3064072,13.3216465
