"","lat","lon","place","generator.source"
"4910",53.24449,7.4263806,"Niedersachsen","wind"
"4911",53.2455262,7.4319302,"Niedersachsen","wind"
"4912",52.8244167,8.7006738,"Niedersachsen","gas"
"4913",53.4671408,7.305955,"Niedersachsen","wind"
"4914",53.3067953,7.4091305,"Niedersachsen","wind"
"4915",53.321263,7.4135898,"Niedersachsen","wind"
"4916",51.8804944,9.8655012,"Niedersachsen","wind"
"4917",52.3974567,9.4983355,"Niedersachsen","wind"
"4918",52.3948101,9.5041001,"Niedersachsen","wind"
"4919",52.3884017,10.6724572,"Niedersachsen","wind"
"4920",52.3915401,10.6688699,"Niedersachsen","wind"
"4921",52.394232,10.669208,"Niedersachsen","wind"
"4922",51.9901769,9.7419161,"Niedersachsen","wind"
"4923",53.3265115,9.8233294,"Niedersachsen","biogas"
"4924",52.9555322,11.1306572,"Niedersachsen","wind"
"4925",51.8676022,9.8930862,"Niedersachsen","wind"
"4926",51.8669615,9.9051733,"Niedersachsen","wind"
"4927",51.8669225,9.9094501,"Niedersachsen","wind"
"4928",51.8668577,9.8966777,"Niedersachsen","wind"
"4929",52.2763105,9.8714414,"Niedersachsen","wind"
"4930",52.2777048,9.8704431,"Niedersachsen","wind"
"4931",53.4702379,7.0414225,"Niedersachsen","wind"
"4932",52.9427409,9.040928,"Niedersachsen","wind"
"4933",53.5868667,6.7109166,"Niedersachsen","wind"
"4934",53.5862593,6.7117333,"Niedersachsen","wind"
"4935",52.3480622,9.4256389,"Niedersachsen","wind"
"4936",52.9898775,11.1903744,"Niedersachsen","wind"
"4937",52.9917795,11.1892852,"Niedersachsen","wind"
"4938",52.9894846,11.1850675,"Niedersachsen","wind"
"4939",52.9952623,11.187206,"Niedersachsen","wind"
"4940",52.9933236,11.1874913,"Niedersachsen","wind"
"4941",52.9956722,11.183885,"Niedersachsen","wind"
"4942",53.111466,9.3398212,"Niedersachsen","wind"
"4943",52.2443435,9.3986401,"Niedersachsen","wind"
"4944",52.245339,9.3945164,"Niedersachsen","wind"
"4945",53.1125794,9.3420405,"Niedersachsen","wind"
"4946",53.5864669,7.8096698,"Niedersachsen","wind"
"4947",53.5852933,7.8048819,"Niedersachsen","wind"
"4948",53.579692,7.8106238,"Niedersachsen","wind"
"4949",53.5786715,7.8114913,"Niedersachsen","wind"
"4950",53.5873554,7.8044653,"Niedersachsen","wind"
"4951",53.5845535,7.8096201,"Niedersachsen","wind"
"4952",53.6115474,7.7413473,"Niedersachsen","wind"
"4953",53.6180217,7.7477797,"Niedersachsen","wind"
"4954",53.6160252,7.7461669,"Niedersachsen","wind"
"4955",53.6107778,7.7391667,"Niedersachsen","wind"
"4956",53.6108611,7.7456034,"Niedersachsen","wind"
"4957",53.6130518,7.7525139,"Niedersachsen","wind"
"4958",53.6082976,7.7408353,"Niedersachsen","wind"
"4959",53.6171472,7.7470426,"Niedersachsen","wind"
"4960",53.6152159,7.7499633,"Niedersachsen","wind"
"4961",53.6135444,7.7430675,"Niedersachsen","wind"
"4962",53.6195661,7.7551513,"Niedersachsen","wind"
"4963",53.612867,7.7393008,"Niedersachsen","wind"
"4964",53.6210638,7.7502108,"Niedersachsen","wind"
"4965",53.6112043,7.7478575,"Niedersachsen","wind"
"4966",53.6152598,7.7532999,"Niedersachsen","wind"
"4967",53.609955,7.7368243,"Niedersachsen","wind"
"4968",53.6168402,7.7510264,"Niedersachsen","wind"
"4969",53.6137731,7.7488362,"Niedersachsen","wind"
"4970",53.6119433,7.7437645,"Niedersachsen","wind"
"4971",53.6183288,7.7579693,"Niedersachsen","wind"
"4972",53.6219834,7.7497816,"Niedersachsen","wind"
"4973",53.6196963,7.7515126,"Niedersachsen","wind"
"4974",53.612779,7.7467601,"Niedersachsen","wind"
"4975",53.6138787,7.7566662,"Niedersachsen","wind"
"4976",53.6109094,7.7347907,"Niedersachsen","wind"
"4977",53.6180403,7.7531437,"Niedersachsen","wind"
"4978",53.6217538,7.7473944,"Niedersachsen","wind"
"4979",53.6188962,7.7497716,"Niedersachsen","wind"
"4980",53.614864,7.7449064,"Niedersachsen","wind"
"4981",53.6117916,7.7366557,"Niedersachsen","wind"
"4982",53.6081074,7.7844291,"Niedersachsen","wind"
"4983",53.6947009,7.785706,"Niedersachsen","wind"
"4984",52.5889861,7.535425,"Niedersachsen","wind"
"4985",52.5850883,7.5328556,"Niedersachsen","wind"
"4986",52.5898628,7.5261017,"Niedersachsen","wind"
"4987",52.6119027,7.53474,"Niedersachsen","wind"
"4988",52.595787,7.5445699,"Niedersachsen","wind"
"4989",52.6077516,7.5344631,"Niedersachsen","wind"
"4990",52.5912809,7.5417404,"Niedersachsen","wind"
"4991",52.5863742,7.5275688,"Niedersachsen","wind"
"4992",52.5854927,7.5380551,"Niedersachsen","wind"
"4993",52.6459874,7.3641935,"Niedersachsen","wind"
"4994",52.6535534,7.366644,"Niedersachsen","wind"
"4995",52.6448126,7.3545658,"Niedersachsen","wind"
"4996",52.6495729,7.365634,"Niedersachsen","wind"
"4997",52.6542755,7.3614604,"Niedersachsen","wind"
"4998",52.6482296,7.3607328,"Niedersachsen","wind"
"4999",52.4924341,9.0004586,"Niedersachsen","wind"
"5000",53.0184977,7.3877218,"Niedersachsen","wind"
"5001",53.0172631,7.3810629,"Niedersachsen","wind"
"5002",52.996138,7.3706498,"Niedersachsen","wind"
"5003",53.0165819,7.3876087,"Niedersachsen","wind"
"5004",53.0196686,7.3814554,"Niedersachsen","wind"
"5005",52.9914414,7.3724807,"Niedersachsen","wind"
"5006",52.9921007,7.3815595,"Niedersachsen","wind"
"5007",53.0204121,7.3878291,"Niedersachsen","wind"
"5008",52.6437016,7.3490459,"Niedersachsen","wind"
"5009",52.4761415,8.8966092,"Niedersachsen","wind"
"5010",52.4780794,8.8950272,"Niedersachsen","wind"
"5011",52.4791662,8.891589,"Niedersachsen","wind"
"5012",52.4808419,8.8929311,"Niedersachsen","wind"
"5013",52.4783861,8.8864501,"Niedersachsen","wind"
"5014",52.4765967,8.8933542,"Niedersachsen","wind"
"5015",51.8746667,10.1102103,"Niedersachsen","wind"
"5016",51.8753048,10.1128141,"Niedersachsen","wind"
"5017",51.8765808,10.1107875,"Niedersachsen","wind"
"5018",51.8727857,10.1136999,"Niedersachsen","wind"
"5019",53.1616867,10.0757663,"Niedersachsen","wind"
"5020",53.1586667,10.0751562,"Niedersachsen","wind"
"5021",52.5511604,8.4362787,"Niedersachsen","wind"
"5022",52.5517952,8.430325,"Niedersachsen","wind"
"5023",52.5601844,8.4207967,"Niedersachsen","wind"
"5024",52.5542067,8.425957,"Niedersachsen","wind"
"5025",52.5567095,8.421431,"Niedersachsen","wind"
"5026",52.9397754,9.0315156,"Niedersachsen","wind"
"5027",52.9469936,9.0268502,"Niedersachsen","wind"
"5028",52.9744883,9.0293049,"Niedersachsen","wind"
"5029",52.943223,9.0285023,"Niedersachsen","wind"
"5030",52.945375,9.0323304,"Niedersachsen","wind"
"5031",52.9495468,9.02708,"Niedersachsen","wind"
"5032",52.9751803,9.0347275,"Niedersachsen","wind"
"5033",52.9127214,9.1211532,"Niedersachsen","wind"
"5034",52.9093314,9.1261961,"Niedersachsen","wind"
"5035",52.9076636,9.1231595,"Niedersachsen","wind"
"5036",52.9048932,9.1228782,"Niedersachsen","wind"
"5037",52.5762315,7.3405089,"Niedersachsen","wind"
"5038",52.5883681,7.3484663,"Niedersachsen","wind"
"5039",52.5777092,7.3479813,"Niedersachsen","wind"
"5040",52.590841,7.3486533,"Niedersachsen","wind"
"5041",52.579325,7.3412794,"Niedersachsen","wind"
"5042",52.5903063,7.3444619,"Niedersachsen","wind"
"5043",52.580144,7.3460453,"Niedersachsen","wind"
"5044",52.5954251,7.3465696,"Niedersachsen","wind"
"5045",52.5926842,7.3441935,"Niedersachsen","wind"
"5046",52.5837528,7.3448674,"Niedersachsen","wind"
"5047",52.5820994,7.3411451,"Niedersachsen","wind"
"5048",51.9710704,10.0536763,"Niedersachsen","wind"
"5049",51.9732749,10.0486479,"Niedersachsen","wind"
"5050",51.972027,10.050956,"Niedersachsen","wind"
"5051",53.7565564,8.93952,"Niedersachsen","wind"
"5052",52.3811837,9.5045988,"Niedersachsen","wind"
"5053",52.375986,9.4979909,"Niedersachsen","wind"
"5054",52.3952586,9.4997813,"Niedersachsen","wind"
"5055",52.3764968,9.5042002,"Niedersachsen","wind"
"5056",52.3789701,9.5041964,"Niedersachsen","wind"
"5057",52.3993868,9.4951387,"Niedersachsen","wind"
"5058",53.6679663,8.0111565,"Niedersachsen","wind"
"5059",53.6695373,8.0117804,"Niedersachsen","wind"
"5060",53.4712154,8.3366694,"Niedersachsen","wind"
"5061",53.4723904,8.3371308,"Niedersachsen","wind"
"5062",53.4680095,8.3377316,"Niedersachsen","wind"
"5063",53.4700598,8.3362403,"Niedersachsen","wind"
"5064",53.4680159,8.3416798,"Niedersachsen","wind"
"5065",53.4669046,8.3407142,"Niedersachsen","wind"
"5066",52.3752592,9.2204558,"Niedersachsen","wind"
"5067",53.1997422,10.2983752,"Niedersachsen","wind"
"5068",53.1982125,10.2980533,"Niedersachsen","wind"
"5069",53.1979716,10.2923024,"Niedersachsen","wind"
"5070",53.1960658,10.295414,"Niedersachsen","wind"
"5071",53.1918869,10.2874407,"Niedersachsen","wind"
"5072",53.2002819,10.2954999,"Niedersachsen","wind"
"5073",53.6080618,7.8093515,"Niedersachsen","wind"
"5074",53.6271031,7.7992175,"Niedersachsen","wind"
"5075",52.2580926,10.1103342,"Niedersachsen","wind"
"5076",52.2596018,10.1067795,"Niedersachsen","wind"
"5077",52.2570552,10.1120627,"Niedersachsen","wind"
"5078",53.5817986,8.3292747,"Niedersachsen","wind"
"5079",53.5772423,8.328889,"Niedersachsen","wind"
"5080",53.5784726,8.3361121,"Niedersachsen","wind"
"5081",53.5776586,8.3241896,"Niedersachsen","wind"
"5082",53.5800654,8.3260196,"Niedersachsen","wind"
"5083",53.6851823,7.7031944,"Niedersachsen","wind"
"5084",52.0821851,9.777121,"Niedersachsen","hydro"
"5085",53.6818539,7.7184212,"Niedersachsen","wind"
"5086",53.6952572,7.7524821,"Niedersachsen","wind"
"5087",53.6405345,7.7995616,"Niedersachsen","wind"
"5088",53.6788192,7.7643641,"Niedersachsen","wind"
"5089",53.6437794,7.8117679,"Niedersachsen","wind"
"5090",53.6609081,7.7777353,"Niedersachsen","wind"
"5091",53.6668564,7.778586,"Niedersachsen","wind"
"5092",53.67763,7.7654789,"Niedersachsen","wind"
"5093",53.6942349,7.7526451,"Niedersachsen","wind"
"5094",53.6438401,7.8058505,"Niedersachsen","wind"
"5095",53.6430512,7.7886469,"Niedersachsen","wind"
"5096",53.6623432,7.7711582,"Niedersachsen","wind"
"5097",52.7991044,7.9666386,"Niedersachsen","wind"
"5098",53.446546,7.1251902,"Niedersachsen","wind"
"5099",53.4525903,7.1071658,"Niedersachsen","wind"
"5100",53.4466482,7.1360478,"Niedersachsen","wind"
"5101",53.4523137,7.0933039,"Niedersachsen","wind"
"5102",53.4546996,7.094981,"Niedersachsen","wind"
"5103",53.481828,7.0388467,"Niedersachsen","wind"
"5104",53.453744,7.1004349,"Niedersachsen","wind"
"5105",53.4503024,7.1039257,"Niedersachsen","wind"
"5106",53.4553375,7.1079168,"Niedersachsen","wind"
"5107",53.4800211,7.037291,"Niedersachsen","wind"
"5108",53.4571134,7.0978746,"Niedersachsen","wind"
"5109",53.4904723,7.1512398,"Niedersachsen","wind"
"5110",53.4544552,7.097188,"Niedersachsen","wind"
"5111",53.4558613,7.1051273,"Niedersachsen","wind"
"5112",53.4547874,7.1109853,"Niedersachsen","wind"
"5113",53.4545958,7.1386227,"Niedersachsen","wind"
"5114",53.4564235,7.1016726,"Niedersachsen","wind"
"5115",53.4836408,7.0404668,"Niedersachsen","wind"
"5116",53.453203,7.1038828,"Niedersachsen","wind"
"5117",53.4472482,7.1307049,"Niedersachsen","wind"
"5118",53.4516446,7.0982489,"Niedersachsen","wind"
"5119",52.0104575,9.737105,"Niedersachsen","biofuel"
"5120",53.4512358,7.1244176,"Niedersachsen","wind"
"5121",53.451517,7.1314557,"Niedersachsen","wind"
"5122",53.4551202,7.1236881,"Niedersachsen","wind"
"5123",53.4925647,7.0552939,"Niedersachsen","wind"
"5124",53.4549286,7.131563,"Niedersachsen","wind"
"5125",53.4513246,7.1371206,"Niedersachsen","wind"
"5126",53.2503837,10.412847,"Niedersachsen","hydro"
"5127",52.587037,8.5959049,"Niedersachsen","wind"
"5128",52.5836874,8.5976973,"Niedersachsen","wind"
"5129",53.537035,7.9973124,"Niedersachsen","wind"
"5130",53.5356803,8.0047396,"Niedersachsen","wind"
"5131",53.535079,8.0122668,"Niedersachsen","wind"
"5132",53.5320688,8.0065909,"Niedersachsen","wind"
"5133",53.5378417,7.9935617,"Niedersachsen","wind"
"5134",53.5357415,8.0002821,"Niedersachsen","wind"
"5135",53.5337534,7.9885373,"Niedersachsen","wind"
"5136",53.5331435,8.0140573,"Niedersachsen","wind"
"5137",53.5340721,8.0078947,"Niedersachsen","wind"
"5138",53.5360404,7.9914684,"Niedersachsen","wind"
"5139",53.5320337,7.9870334,"Niedersachsen","wind"
"5140",53.5326845,8.010633,"Niedersachsen","wind"
"5141",53.5351746,7.9952248,"Niedersachsen","wind"
"5142",53.530401,8.0045192,"Niedersachsen","wind"
"5143",53.5304023,8.0075491,"Niedersachsen","wind"
"5144",53.3698615,7.3545563,"Niedersachsen","wind"
"5145",53.3708869,7.3596819,"Niedersachsen","wind"
"5146",53.3726138,7.3593804,"Niedersachsen","wind"
"5147",53.3742776,7.3551292,"Niedersachsen","wind"
"5148",53.3691959,7.3589733,"Niedersachsen","wind"
"5149",53.3750691,7.3618376,"Niedersachsen","wind"
"5150",53.3720831,7.3548126,"Niedersachsen","wind"
"5151",52.2940848,10.0766617,"Niedersachsen","wind"
"5152",52.317733,10.1214975,"Niedersachsen","wind"
"5153",52.3180806,10.1162618,"Niedersachsen","wind"
"5154",52.3150837,10.1177638,"Niedersachsen","wind"
"5155",52.3135617,10.1305633,"Niedersachsen","wind"
"5156",52.3154179,10.1326233,"Niedersachsen","wind"
"5157",52.3184479,10.1323336,"Niedersachsen","wind"
"5158",52.2956528,10.0766402,"Niedersachsen","wind"
"5159",52.3180632,10.1376385,"Niedersachsen","wind"
"5160",52.2958231,10.0864147,"Niedersachsen","wind"
"5161",52.527548,7.2503056,"Niedersachsen","wind"
"5162",52.7596341,7.9067123,"Niedersachsen","wind"
"5163",52.7572303,7.9089542,"Niedersachsen","wind"
"5164",53.1302719,7.8709095,"Niedersachsen","wind"
"5165",53.1326661,7.8727163,"Niedersachsen","wind"
"5166",53.1313606,7.8719782,"Niedersachsen","wind"
"5167",53.1335932,7.8708633,"Niedersachsen","wind"
"5168",53.1315036,7.8689027,"Niedersachsen","wind"
"5169",53.1324354,7.8705096,"Niedersachsen","wind"
"5170",53.7642149,8.9573395,"Niedersachsen","wind"
"5171",53.7781461,8.9688387,"Niedersachsen","wind"
"5172",53.7776692,8.9787878,"Niedersachsen","wind"
"5173",53.7744774,8.9541902,"Niedersachsen","wind"
"5174",53.7835926,8.9566451,"Niedersachsen","wind"
"5175",53.7822962,8.9636813,"Niedersachsen","wind"
"5176",53.7661677,8.954288,"Niedersachsen","wind"
"5177",53.7696603,8.9526865,"Niedersachsen","wind"
"5178",53.7803889,8.9572504,"Niedersachsen","wind"
"5179",53.7687361,8.9553699,"Niedersachsen","wind"
"5180",53.7802026,8.9784978,"Niedersachsen","wind"
"5181",53.7814916,8.954388,"Niedersachsen","wind"
"5182",53.7769911,8.9739583,"Niedersachsen","wind"
"5183",53.7774699,8.9576759,"Niedersachsen","wind"
"5184",53.7705784,8.9501343,"Niedersachsen","wind"
"5185",53.7785932,8.9547536,"Niedersachsen","wind"
"5186",53.7792638,8.9639083,"Niedersachsen","wind"
"5187",52.7772531,8.647115,"Niedersachsen","wind"
"5188",52.7719751,8.6405069,"Niedersachsen","wind"
"5189",52.7709093,8.6699089,"Niedersachsen","wind"
"5190",52.7699407,8.6735698,"Niedersachsen","wind"
"5191",52.7751462,8.6367277,"Niedersachsen","wind"
"5192",52.7691096,8.6851722,"Niedersachsen","wind"
"5193",52.7401974,8.7385965,"Niedersachsen","wind"
"5194",52.7726098,8.6374075,"Niedersachsen","wind"
"5195",52.7743879,8.6485515,"Niedersachsen","wind"
"5196",52.7462312,8.735574,"Niedersachsen","wind"
"5197",52.7733223,8.6676263,"Niedersachsen","wind"
"5198",52.7749412,8.6429179,"Niedersachsen","wind"
"5199",52.7733229,8.644752,"Niedersachsen","wind"
"5200",52.7443828,8.736909,"Niedersachsen","wind"
"5201",52.7779305,8.6414401,"Niedersachsen","wind"
"5202",52.7423699,8.7383586,"Niedersachsen","wind"
"5203",52.7425752,8.7596119,"Niedersachsen","wind"
"5204",52.6122184,8.9528242,"Niedersachsen","wind"
"5205",52.6131319,8.9489904,"Niedersachsen","wind"
"5206",52.6108447,8.9631816,"Niedersachsen","wind"
"5207",52.6131021,8.9569879,"Niedersachsen","wind"
"5208",52.6164595,8.9495144,"Niedersachsen","wind"
"5209",52.6110804,8.9484102,"Niedersachsen","wind"
"5210",52.6115099,8.9682651,"Niedersachsen","wind"
"5211",52.6081408,8.9613253,"Niedersachsen","wind"
"5212",52.6099367,8.9550425,"Niedersachsen","wind"
"5213",52.6140203,8.9451729,"Niedersachsen","wind"
"5214",52.6092991,8.9668675,"Niedersachsen","wind"
"5215",52.6133431,8.9628646,"Niedersachsen","wind"
"5216",52.4891138,9.730378,"Niedersachsen","biogas"
"5217",52.5771205,9.6346956,"Niedersachsen","biogas"
"5218",53.1968844,8.0845752,"Niedersachsen","wind"
"5219",53.2007314,8.0820458,"Niedersachsen","wind"
"5220",53.1976044,8.0915533,"Niedersachsen","wind"
"5221",53.5632396,8.1365173,"Niedersachsen","wind"
"5222",53.5615969,8.143757,"Niedersachsen","wind"
"5223",52.0694215,10.3252542,"Niedersachsen","wind"
"5224",52.0631674,10.3251371,"Niedersachsen","wind"
"5225",52.0673557,10.3267269,"Niedersachsen","wind"
"5226",52.0643241,10.3275589,"Niedersachsen","wind"
"5227",53.6126654,8.054586,"Niedersachsen","wind"
"5228",53.617176,8.0542885,"Niedersachsen","wind"
"5229",53.6079789,8.0572594,"Niedersachsen","wind"
"5230",53.6152555,8.0543585,"Niedersachsen","wind"
"5231",52.3188822,10.1267533,"Niedersachsen","wind"
"5232",52.3165981,10.1274792,"Niedersachsen","wind"
"5233",52.2428877,10.242657,"Niedersachsen","wind"
"5234",52.242902,10.2507079,"Niedersachsen","wind"
"5235",52.2413632,10.2430526,"Niedersachsen","wind"
"5236",52.2460435,10.2561526,"Niedersachsen","wind"
"5237",52.2446259,10.2501727,"Niedersachsen","wind"
"5238",53.6883743,7.830087,"Niedersachsen","wind"
"5239",53.1867848,10.7820914,"Niedersachsen","wind"
"5240",53.1773714,10.7928035,"Niedersachsen","wind"
"5241",53.1854728,10.7765949,"Niedersachsen","wind"
"5242",53.189183,10.777422,"Niedersachsen","wind"
"5243",53.1892378,10.7715597,"Niedersachsen","wind"
"5244",53.186427,10.7704407,"Niedersachsen","wind"
"5245",52.8402592,7.1944544,"Niedersachsen","wind"
"5246",52.8438501,7.1868689,"Niedersachsen","wind"
"5247",52.8407858,7.1887761,"Niedersachsen","wind"
"5248",52.8316715,7.200527,"Niedersachsen","wind"
"5249",53.2419234,8.7340348,"Niedersachsen","wind"
"5250",53.2403136,8.7436832,"Niedersachsen","wind"
"5251",53.242918,8.7461548,"Niedersachsen","wind"
"5252",53.2423613,8.7364424,"Niedersachsen","wind"
"5253",53.2400376,8.7488983,"Niedersachsen","wind"
"5254",53.2415097,8.7475266,"Niedersachsen","wind"
"5255",52.4833102,9.9705492,"Niedersachsen","wind"
"5256",52.48058,9.9808798,"Niedersachsen","wind"
"5257",52.480716,9.9725284,"Niedersachsen","wind"
"5258",52.4829292,9.9850671,"Niedersachsen","wind"
"5259",52.4816095,9.9662564,"Niedersachsen","wind"
"5260",52.4785038,9.9742286,"Niedersachsen","wind"
"5261",53.3240652,10.1100746,"Niedersachsen","wind"
"5262",53.3244982,10.1059279,"Niedersachsen","wind"
"5263",53.3255479,10.1014496,"Niedersachsen","wind"
"5264",53.3265123,10.109566,"Niedersachsen","wind"
"5265",52.6988861,7.2092641,"Niedersachsen","wind"
"5266",52.1542201,10.1779697,"Niedersachsen","wind"
"5267",52.1574202,10.1827631,"Niedersachsen","wind"
"5268",52.1560285,10.1788499,"Niedersachsen","wind"
"5269",52.1776821,10.233133,"Niedersachsen","wind"
"5270",53.5901686,7.8351203,"Niedersachsen","wind"
"5271",53.3955682,8.6533888,"Niedersachsen","wind"
"5272",53.3999956,8.6611287,"Niedersachsen","wind"
"5273",53.4014409,8.6482673,"Niedersachsen","wind"
"5274",53.3978912,8.6626911,"Niedersachsen","wind"
"5275",53.3982939,8.6509734,"Niedersachsen","wind"
"5276",53.3967975,8.6579596,"Niedersachsen","wind"
"5277",53.400764,8.6558393,"Niedersachsen","wind"
"5278",53.6930798,7.8320165,"Niedersachsen","wind"
"5279",53.503795,7.9788054,"Niedersachsen","wind"
"5280",53.5078926,7.979151,"Niedersachsen","wind"
"5281",53.5078448,7.9725677,"Niedersachsen","wind"
"5282",53.5057956,7.9737677,"Niedersachsen","wind"
"5283",53.5051728,7.9830651,"Niedersachsen","wind"
"5284",53.505331,7.9932778,"Niedersachsen","wind"
"5285",53.5067109,7.9772881,"Niedersachsen","wind"
"5286",53.5082265,7.9817481,"Niedersachsen","wind"
"5287",53.5038078,7.9753227,"Niedersachsen","wind"
"5288",53.5052763,7.98691,"Niedersachsen","wind"
"5289",53.5061393,7.9803443,"Niedersachsen","wind"
"5290",53.5072794,7.993856,"Niedersachsen","wind"
"5291",53.508406,7.9906129,"Niedersachsen","wind"
"5292",53.5074742,7.9858066,"Niedersachsen","wind"
"5293",53.2352219,9.0691396,"Niedersachsen","wind"
"5294",53.2343229,9.0690859,"Niedersachsen","wind"
"5295",52.6149794,8.3042718,"Niedersachsen","wind"
"5296",52.6169482,8.3037865,"Niedersachsen","wind"
"5297",52.6163001,8.3039463,"Niedersachsen","wind"
"5298",52.5958112,8.5098454,"Niedersachsen","wind"
"5299",52.6156256,8.3040918,"Niedersachsen","wind"
"5300",52.2530892,9.2638764,"Niedersachsen","wind"
"5301",53.7065145,7.9157504,"Niedersachsen","wind"
"5302",53.7051327,7.9164269,"Niedersachsen","wind"
"5303",52.3164802,10.0945584,"Niedersachsen","coal"
"5304",52.9706939,7.6545969,"Niedersachsen","wind"
"5305",52.965418,7.658118,"Niedersachsen","wind"
"5306",52.9685251,7.6685838,"Niedersachsen","wind"
"5307",52.9639353,7.6616078,"Niedersachsen","wind"
"5308",52.9674708,7.6603682,"Niedersachsen","wind"
"5309",52.9619545,7.6665829,"Niedersachsen","wind"
"5310",52.9710929,7.6656812,"Niedersachsen","wind"
"5311",52.9666736,7.6652671,"Niedersachsen","wind"
"5312",52.9511669,7.6270441,"Niedersachsen","wind"
"5313",52.9724392,7.6576169,"Niedersachsen","wind"
"5314",52.964851,7.6690594,"Niedersachsen","wind"
"5315",52.9715349,7.6613676,"Niedersachsen","wind"
"5316",52.9683306,7.6561658,"Niedersachsen","wind"
"5317",52.729043,8.665905,"Niedersachsen","wind"
"5318",52.7512309,8.6562924,"Niedersachsen","wind"
"5319",52.7270869,8.6669271,"Niedersachsen","wind"
"5320",52.6512143,8.7179027,"Niedersachsen","wind"
"5321",52.7204229,8.6702228,"Niedersachsen","wind"
"5322",52.7562542,8.6513725,"Niedersachsen","wind"
"5323",52.7445591,8.6538956,"Niedersachsen","wind"
"5324",52.7496125,8.6580166,"Niedersachsen","wind"
"5325",52.7545162,8.653061,"Niedersachsen","wind"
"5326",52.7224633,8.6696213,"Niedersachsen","wind"
"5327",52.6484345,8.7086012,"Niedersachsen","wind"
"5328",52.7558654,8.6566912,"Niedersachsen","wind"
"5329",52.7529267,8.654777,"Niedersachsen","wind"
"5330",52.6509988,8.7107546,"Niedersachsen","wind"
"5331",52.7247099,8.6681375,"Niedersachsen","wind"
"5332",52.6488488,8.7193695,"Niedersachsen","wind"
"5333",52.7573335,8.6490933,"Niedersachsen","wind"
"5334",52.6534713,8.7078974,"Niedersachsen","wind"
"5335",52.7464937,8.6545754,"Niedersachsen","wind"
"5336",53.6946601,7.7639153,"Niedersachsen","wind"
"5337",53.6719261,7.4593516,"Niedersachsen","wind"
"5338",52.7443886,8.2397119,"Niedersachsen","wind"
"5339",52.7469466,8.2385535,"Niedersachsen","wind"
"5340",52.7418871,8.2409395,"Niedersachsen","wind"
"5341",52.6313528,8.4013316,"Niedersachsen","wind"
"5342",53.5659485,8.1350119,"Niedersachsen","wind"
"5343",53.560138,8.1381968,"Niedersachsen","wind"
"5344",52.9367324,7.5930608,"Niedersachsen","wind"
"5345",52.9368823,7.6021983,"Niedersachsen","wind"
"5346",52.9342927,7.5913442,"Niedersachsen","wind"
"5347",52.9383709,7.5986308,"Niedersachsen","wind"
"5348",52.9339858,7.5957272,"Niedersachsen","wind"
"5349",52.940337,7.5959102,"Niedersachsen","wind"
"5350",52.9375791,7.6063106,"Niedersachsen","wind"
"5351",52.873917,10.0480909,"Niedersachsen","wind"
"5352",52.8771935,10.0517816,"Niedersachsen","wind"
"5353",52.8754971,10.0572533,"Niedersachsen","wind"
"5354",52.8783978,10.0582189,"Niedersachsen","wind"
"5355",52.8785273,10.0288219,"Niedersachsen","wind"
"5356",52.8328032,10.0440783,"Niedersachsen","wind"
"5357",52.8543173,10.0553865,"Niedersachsen","wind"
"5358",52.8719095,10.0400443,"Niedersachsen","wind"
"5359",52.8750956,10.0411601,"Niedersachsen","wind"
"5360",52.8394316,10.0352163,"Niedersachsen","wind"
"5361",52.8377809,10.0398082,"Niedersachsen","wind"
"5362",52.8337236,10.0394649,"Niedersachsen","wind"
"5363",52.8761744,10.0353637,"Niedersachsen","wind"
"5364",52.8794637,10.034677,"Niedersachsen","wind"
"5365",52.8817428,10.0309005,"Niedersachsen","wind"
"5366",52.882934,10.0374236,"Niedersachsen","wind"
"5367",53.5531955,9.0534615,"Niedersachsen","wind"
"5368",53.5550151,9.053706,"Niedersachsen","wind"
"5369",53.5587604,9.058513,"Niedersachsen","wind"
"5370",53.556858,9.0583605,"Niedersachsen","wind"
"5371",53.5596739,9.0547512,"Niedersachsen","wind"
"5372",53.5577639,9.0545605,"Niedersachsen","wind"
"5373",53.5614251,9.0587626,"Niedersachsen","wind"
"5374",53.5400077,8.9986082,"Niedersachsen","wind"
"5375",53.5424365,9.0024599,"Niedersachsen","wind"
"5376",53.5412191,9.000518,"Niedersachsen","wind"
"5377",53.5591273,9.1357197,"Niedersachsen","wind"
"5378",53.5678266,9.13607,"Niedersachsen","wind"
"5379",53.5616541,9.1354778,"Niedersachsen","wind"
"5380",53.5566769,9.1358991,"Niedersachsen","wind"
"5381",53.5646909,9.1353026,"Niedersachsen","wind"
"5382",53.5681635,9.1401571,"Niedersachsen","wind"
"5383",53.0529217,10.3242457,"Niedersachsen","wind"
"5384",53.0508475,10.320769,"Niedersachsen","wind"
"5385",53.0520796,10.3291233,"Niedersachsen","wind"
"5386",53.0489292,10.3232078,"Niedersachsen","wind"
"5387",53.050021,10.3304725,"Niedersachsen","wind"
"5388",53.0477751,10.3318476,"Niedersachsen","wind"
"5389",53.0457942,10.333093,"Niedersachsen","wind"
"5390",53.0464649,10.3245829,"Niedersachsen","wind"
"5391",53.0443904,10.3266845,"Niedersachsen","wind"
"5392",53.0436729,10.3317179,"Niedersachsen","wind"
"5393",53.0420974,10.3356615,"Niedersachsen","wind"
"5394",53.3059579,10.0897005,"Niedersachsen","wind"
