"","place","lat","lon","mapfeature","kvalue","operator","capacity"
"2631423591","Baden-Württemberg",49.0106937,8.3941671,"car_sharing","amenity","Stadtmobil",NA
"2673286598","Baden-Württemberg",49.4171231,8.7603742,"car_sharing","amenity",NA,NA
"2704426060","Baden-Württemberg",49.0009235,8.4150778,"car_sharing","amenity","Stadtmobil","2"
"2704428360","Baden-Württemberg",49.0019098,8.4143598,"car_sharing","amenity","Stadtmobil","3"
"2724400938","Baden-Württemberg",48.763333,9.1703315,"car_sharing","amenity","Stadtmobil Stuttgart","4"
"2738568597","Baden-Württemberg",49.4017075,8.6672838,"car_sharing","amenity","stadtmobil","2"
"2845526879","Baden-Württemberg",48.3905555,9.9641887,"car_sharing","amenity","Conficars","1"
"2863171510","Baden-Württemberg",48.4011073,9.9902872,"car_sharing","amenity","Conficars","1"
"2910063180","Baden-Württemberg",48.4781594,9.2056219,"car_sharing","amenity","teilAuto Reutlingen","1"
"2920629542","Baden-Württemberg",48.6939066,9.1922232,"car_sharing","amenity","car2go","4"
"2930724252","Baden-Württemberg",49.0114235,8.4115502,"car_sharing","amenity","Stadtmobil",NA
"2947473684","Baden-Württemberg",49.485673,8.4660375,"car_sharing","amenity",NA,NA
"2947475996","Baden-Württemberg",49.4900604,8.5236513,"car_sharing","amenity",NA,NA
"2947477191","Baden-Württemberg",49.4904524,8.530448,"car_sharing","amenity",NA,NA
"2947483822","Baden-Württemberg",49.4838225,8.5387146,"car_sharing","amenity",NA,NA
"2984509951","Baden-Württemberg",48.384226,9.971283,"car_sharing","amenity","Conficars","1"
"3122147447","Baden-Württemberg",49.137243,9.2280822,"car_sharing","amenity","stadtmobil","2"
"3129582482","Baden-Württemberg",48.9999796,8.4152634,"car_sharing","amenity","Stadtmobil Karlsruhe","2"
"3140964569","Baden-Württemberg",49.0470039,8.4606953,"car_sharing","amenity","Stadtmobil CarSharing GmbH & Co. KG","1"
"3140964570","Baden-Württemberg",49.0575616,8.4668138,"car_sharing","amenity","Stadtmobil CarSharing GmbH & Co. KG","1"
"3140964571","Baden-Württemberg",49.0596531,8.4742102,"car_sharing","amenity","Stadtmobil CarSharing GmbH & Co. KG","1"
"3140964572","Baden-Württemberg",49.062769,8.4713322,"car_sharing","amenity","Stadtmobil CarSharing GmbH & Co. KG","2"
"3148288040","Baden-Württemberg",48.9326937,8.2717459,"car_sharing","amenity","Stadtmobil","1"
"3183773127","Baden-Württemberg",49.4083514,8.6761325,"car_sharing","amenity","stadtmobil Rhein-Neckar","1"
"3183815679","Baden-Württemberg",49.3943535,8.7896967,"car_sharing","amenity","stadtmobil Rhein-Neckar","1"
"3202793275","Baden-Württemberg",48.7381837,9.1281905,"car_sharing","amenity","Stadtmobil Stuttgart","1"
"3212351971","Baden-Württemberg",49.4036252,8.681428,"car_sharing","amenity","stadtmobil","11"
"3213726686","Baden-Württemberg",49.4855054,8.4643785,"car_sharing","amenity","stadtmobil Rhein-Main GmbH",NA
"3349960295","Baden-Württemberg",48.7910981,9.1789725,"car_sharing","amenity","Car2go","2"
"3350002193","Baden-Württemberg",48.7911267,9.1789906,"car_sharing","amenity","Stadtmobil","disabled"
"3354434654","Baden-Württemberg",48.7708789,8.9361569,"car_sharing","amenity","Ökostadt Renningen e.V.","2"
"3354435738","Baden-Württemberg",48.7688972,8.9385105,"car_sharing","amenity","Ökostadt Renningen e.V.","5"
"3354446097","Baden-Württemberg",48.7674555,8.9339669,"car_sharing","amenity","Ökostadt Renningen e.V.","5"
"3354446098","Baden-Württemberg",48.7760785,8.9410868,"car_sharing","amenity","Ökostadt Renningen e.V.","2"
"3354449102","Baden-Württemberg",48.7750789,8.9039489,"car_sharing","amenity","Ökostadt Renningen","2"
"3354449685","Baden-Württemberg",48.7743445,8.9080245,"car_sharing","amenity","Ökostadt Renningen e.V.","2"
"3370551863","Baden-Württemberg",48.0029471,7.8261923,"car_sharing","amenity","Stadtmobil Südbaden","1"
"3370551865","Baden-Württemberg",48.0242369,7.8114571,"car_sharing","amenity","Grüne Flotte","2"
"3370551867","Baden-Württemberg",48.0140913,7.8142037,"car_sharing","amenity","Grüne Flotte","2"
"3370551868","Baden-Württemberg",48.0143784,7.8076967,"car_sharing","amenity","Stadtmobil Südbaden","1"
"3370551870","Baden-Württemberg",48.0117677,7.8367691,"car_sharing","amenity","Stadtmobil Südbaden","2"
"3370551871","Baden-Württemberg",48.0068599,7.8297686,"car_sharing","amenity","Grüne Flotte","2"
"3370551872","Baden-Württemberg",48.0060589,7.8182425,"car_sharing","amenity","Grüne Flotte","2"
"3370551874","Baden-Württemberg",48.0148172,7.8220566,"car_sharing","amenity","Grüne Flotte","1"
"3370551875","Baden-Württemberg",48.0127917,7.827316,"car_sharing","amenity","Stadtmobil Südbaden","1"
"3370551878","Baden-Württemberg",48.0114591,7.8355485,"car_sharing","amenity","Stadtmobil Südbaden","1"
"3370551879","Baden-Württemberg",48.0086538,7.8161637,"car_sharing","amenity","Stadtmobil Südbaden","1"
"3370551880","Baden-Württemberg",48.0114646,7.8052451,"car_sharing","amenity","Grüne Flotte","2"
"3370551881","Baden-Württemberg",48.0073984,7.8305435,"car_sharing","amenity","Stadtmobil Südbaden","2"
"3386425466","Baden-Württemberg",49.1130207,8.5048885,"car_sharing","amenity","Stadtmobil CarSharing GmbH & Co. KG","1"
"3395887084","Baden-Württemberg",48.7689636,9.1588472,"car_sharing","amenity","Stadtmobil Stuttgart","1"
"3395891063","Baden-Württemberg",48.7755068,9.1518574,"car_sharing","amenity","Stadtmobil Stuttgarrt","1"
"3419575821","Baden-Württemberg",49.0045957,8.416391,"car_sharing","amenity","Stadtmobil CarSharing GmbH & Co. KG",NA
"3428246901","Baden-Württemberg",48.9979952,8.4692353,"car_sharing","amenity","Stadtmobil",NA
"3430083671","Baden-Württemberg",49.1449615,9.1211724,"car_sharing","amenity","stadtmobil","1"
"3463131555","Baden-Württemberg",49.3951758,8.6836065,"car_sharing","amenity","Stadtmobil Rhein-Neckar","1"
"3527777452","Baden-Württemberg",48.4009124,9.9945188,"car_sharing","amenity","Conficars","2"
"3534481418","Baden-Württemberg",49.4714921,8.6608204,"car_sharing","amenity","stadtmobil","1"
"3571672422","Baden-Württemberg",48.8267085,9.1209506,"car_sharing","amenity","Stadtmobil","2"
"3571673413","Baden-Württemberg",48.8240347,9.0680582,"car_sharing","amenity","Stadtmobil","2"
"3613533282","Baden-Württemberg",48.7691147,9.1560897,"car_sharing","amenity","Stadtmobil Stuttgart",NA
"3618349523","Baden-Württemberg",48.8015557,9.2190869,"car_sharing","amenity","Stadtmobil",NA
"3619358607","Baden-Württemberg",49.477154,8.4860099,"car_sharing","amenity","stadtmobil",NA
"3621425429","Baden-Württemberg",48.9973056,8.462302,"car_sharing","amenity","Stadtmobil","3"
"3656475114","Baden-Württemberg",49.0373783,8.6969951,"car_sharing","amenity","Stadtmobil Karlsruhe","1"
"3656482696","Baden-Württemberg",49.0351726,8.705026,"car_sharing","amenity","Stadtmobil Karlsruhe","1"
"3656484717","Baden-Württemberg",49.0364355,8.7046694,"car_sharing","amenity","Stadtmobil Karlsruhe","1"
"3656485513","Baden-Württemberg",49.0109573,8.6110177,"car_sharing","amenity","Stadtmobil Karlsruhe","2"
"3656493324","Baden-Württemberg",49.0288088,8.5743465,"car_sharing","amenity","Stadtmobil Karlsruhe","1"
"3674779504","Baden-Württemberg",49.0085376,8.3458403,"car_sharing","amenity","Sportjugend Vereinshilfe e.V. Karlsruhe",NA
"3680196218","Baden-Württemberg",48.6953419,8.1286713,"car_sharing","amenity","Stadtmobil Südbaden","1"
"3701292433","Baden-Württemberg",48.8598846,8.2015151,"car_sharing","amenity","stadtmobil","2"
"3711441639","Baden-Württemberg",48.9972829,8.3857816,"car_sharing","amenity","Stadtmobil",NA
"3737291580","Baden-Württemberg",48.4904751,9.2206593,"car_sharing","amenity","teilAuto","3"
"3741493452","Baden-Württemberg",49.0058853,8.3837014,"car_sharing","amenity","Stadtmobil","5"
"3753319603","Baden-Württemberg",48.7745415,8.9321843,"car_sharing","amenity","Ökostadt Renningen e.V.","2"
"3753331460","Baden-Württemberg",48.7719356,8.90319,"car_sharing","amenity","Ökostadt Renningen e.V.","2"
"3753374841","Baden-Württemberg",48.7757313,8.9138844,"car_sharing","amenity","Ökostadt Renningen e.V.","2"
"3780157564","Baden-Württemberg",48.8838285,8.6967292,"car_sharing","amenity","Stadtmobil","2"
"3791746611","Baden-Württemberg",47.7202715,8.3183846,"car_sharing","amenity","Hochschwarzwald Tourismus GmbH","1"
"3791746612","Baden-Württemberg",47.7931284,8.2467332,"car_sharing","amenity","Hochschwarzwald Tourismus GmbH","1"
"3804621729","Baden-Württemberg",49.0284572,8.3754579,"car_sharing","amenity","Stadtmobil",NA
"3824634705","Baden-Württemberg",48.1021149,9.7923866,"car_sharing","amenity","teilAuto Biberach/Riss e.V.","1"
"3826085448","Baden-Württemberg",48.7062378,9.1455587,"car_sharing","amenity","car2go",NA
"3826096156","Baden-Württemberg",48.706023,9.1452361,"car_sharing","amenity","car2go black",NA
"3828176157","Baden-Württemberg",48.6895952,9.1914485,"car_sharing","amenity","car2go black",NA
"3828197057","Baden-Württemberg",48.7797839,9.1728356,"car_sharing","amenity","car2go black",NA
"3828204757","Baden-Württemberg",48.7744739,9.1699323,"car_sharing","amenity","car2go black",NA
"3828207566","Baden-Württemberg",48.8133903,9.2118971,"car_sharing","amenity","car2go black",NA
"3828215457","Baden-Württemberg",48.8102677,9.1803017,"car_sharing","amenity","car2go black",NA
"3828223757","Baden-Württemberg",48.7824645,9.1799643,"car_sharing","amenity","car2go black",NA
"3935946026","Baden-Württemberg",49.0353497,8.3356516,"car_sharing","amenity","Stadtmobil",NA
"3935998497","Baden-Württemberg",47.9812995,7.8949503,"car_sharing","amenity","Grüne Flotte Freiburg",NA
"3959158856","Baden-Württemberg",49.498237,9.7611,"car_sharing","amenity","Avia",NA
"3962606278","Baden-Württemberg",49.4000461,8.6703539,"car_sharing","amenity","stadtmobil","2"
"4004151425","Baden-Württemberg",49.1372702,10.0668135,"car_sharing","amenity","Ford",NA
"4004151426","Baden-Württemberg",49.1390279,10.0641987,"car_sharing","amenity","Ford","1"
"4021171943","Baden-Württemberg",48.7735928,9.1683463,"car_sharing","amenity","Stadtmobil Stuttgart","10"
"310768681","Saarland",49.2310488,6.9899303,"car_sharing","amenity","cambio CarSharing",NA
"378359806","Saarland",49.2335932,7.0012997,"car_sharing","amenity","cambio Mobilitätsservice GmbH & Co KG, Bremen",NA
"1268698755","Saarland",49.2387303,6.997159,"car_sharing","amenity","Cambio",NA
"1383386645","Saarland",49.2296986,7.0120875,"car_sharing","amenity","cambio Mobilitätsservice GmbH & Co KG","4"
"2228760619","Saarland",49.2355259,6.9868353,"car_sharing","amenity","cambio CarSharing",NA
"30898327","Thüringen",50.9627044,11.0179174,"car_sharing","amenity",NA,NA
"290164563","Thüringen",50.9823284,11.3262805,"car_sharing","amenity","teilAuto",NA
"291933102","Thüringen",50.970936,11.0206388,"car_sharing","amenity",NA,NA
"297961332","Thüringen",50.9753282,11.3245109,"car_sharing","amenity","teilAuto",NA
"299939327","Thüringen",51.3554908,11.0915127,"car_sharing","amenity","privat",NA
"308161618","Thüringen",50.9741945,11.0408885,"car_sharing","amenity","teilAuto","6"
"412052277","Thüringen",50.9900776,11.0266489,"car_sharing","amenity",NA,NA
"473196403","Thüringen",50.9678312,11.0256878,"car_sharing","amenity",NA,NA
"473196404","Thüringen",50.9651087,11.036922,"car_sharing","amenity",NA,NA
"475336381","Thüringen",50.9630924,11.0363257,"car_sharing","amenity",NA,NA
"571153806","Thüringen",50.9259689,11.5858229,"car_sharing","amenity","teilAuto","1"
"571154955","Thüringen",50.9286976,11.5776261,"car_sharing","amenity","teilAuto","1"
"571155745","Thüringen",50.9308234,11.5767584,"car_sharing","amenity","teilAuto","2"
"571159297","Thüringen",50.9354999,11.5894814,"car_sharing","amenity","teilAuto","1"
"571163695","Thüringen",50.9307298,11.6040311,"car_sharing","amenity","teilAuto","1"
"571166606","Thüringen",50.9012077,11.5774866,"car_sharing","amenity","teilAuto","1"
"915732723","Thüringen",50.9294708,11.5924364,"car_sharing","amenity","teilAuto",NA
"1423319255","Thüringen",50.981754,11.027835,"car_sharing","amenity","teilAuto",NA
"1615589198","Thüringen",50.9911742,11.3253311,"car_sharing","amenity","teilAuto",NA
"1672146928","Thüringen",50.9901811,11.3341378,"car_sharing","amenity","teilAuto",NA
"2505247606","Thüringen",50.9754045,11.0390383,"car_sharing","amenity","teilAuto",NA
"2518709384","Thüringen",50.9824771,11.0134359,"car_sharing","amenity","teilAuto",NA
"2578083843","Thüringen",50.9256658,11.5861703,"car_sharing","amenity","Flinkster","2"
"2585168831","Thüringen",50.9863724,11.3297518,"car_sharing","amenity",NA,NA
"3092604329","Thüringen",50.9802681,11.0229833,"car_sharing","amenity","teilAuto",NA
"3093993029","Thüringen",50.9815335,11.0462224,"car_sharing","amenity","teilAuto",NA
"3094038829","Thüringen",50.9843984,11.0438218,"car_sharing","amenity","teilAuto",NA
"3513612936","Thüringen",50.6960603,10.562622,"car_sharing","amenity",NA,NA
"3619816893","Thüringen",50.9676966,11.0203946,"car_sharing","amenity","teilAuto",NA
"3747758827","Thüringen",50.975868,11.0245043,"car_sharing","amenity","teilAuto","2"
"3999309358","Thüringen",51.0059594,11.0140047,"car_sharing","amenity",NA,NA
"254014474","Sachsen",51.3289107,12.3283366,"car_sharing","amenity","teilAuto",NA
"255190543","Sachsen",51.346232,12.3790711,"car_sharing","amenity","teilAuto",NA
"266201356","Sachsen",51.3457353,12.3937945,"car_sharing","amenity",NA,NA
"314954587","Sachsen",51.3513957,12.4323008,"car_sharing","amenity",NA,NA
"332297669","Sachsen",51.3526681,12.4603143,"car_sharing","amenity","teilAuto",NA
"332374761","Sachsen",51.3629046,12.365824,"car_sharing","amenity","Teilauto",NA
"334617135","Sachsen",51.338865,12.3878615,"car_sharing","amenity","teilAuto",NA
"415591071","Sachsen",51.3311046,12.4117005,"car_sharing","amenity","teilAuto",NA
"415592462","Sachsen",51.3325865,12.3948941,"car_sharing","amenity","teilAuto",NA
"415592530","Sachsen",51.3271847,12.38871,"car_sharing","amenity","teilAuto",NA
"415642854","Sachsen",51.3244711,12.4127466,"car_sharing","amenity","teilAuto",NA
"415651762","Sachsen",51.3345548,12.3830422,"car_sharing","amenity","teilAuto",NA
"415651763","Sachsen",51.3319197,12.3735294,"car_sharing","amenity","Mobility Center GmbH","600"
"417265173","Sachsen",51.3127012,12.372214,"car_sharing","amenity",NA,NA
"440902602","Sachsen",51.0768573,13.7209625,"car_sharing","amenity","teilAuto","3"
"451705383","Sachsen",51.0267169,13.7155064,"car_sharing","amenity","teilAuto",NA
"595700952","Sachsen",51.0295502,13.7024235,"car_sharing","amenity","teilAuto","3"
"599207067","Sachsen",51.3325352,12.3715403,"car_sharing","amenity","teilAuto",NA
"599728971","Sachsen",51.0946325,13.7197874,"car_sharing","amenity","teilAuto",NA
"725380567","Sachsen",51.3113426,12.3763225,"car_sharing","amenity","teilAuto",NA
"729645192","Sachsen",51.0544151,13.7255828,"car_sharing","amenity","teilAuto",NA
"730000335","Sachsen",51.0674794,13.7547573,"car_sharing","amenity","teilAuto","3"
"735183065","Sachsen",51.0645209,13.7394001,"car_sharing","amenity","teilAuto","12"
"739349279","Sachsen",51.0121414,13.8251996,"car_sharing","amenity","teilAuto",NA
"741559667","Sachsen",51.0838274,13.7098992,"car_sharing","amenity","teilAuto",NA
"741563018","Sachsen",51.042464,13.7883303,"car_sharing","amenity","teilAuto",NA
"741569301","Sachsen",51.0497697,13.7557595,"car_sharing","amenity","teilAuto",NA
"741580038","Sachsen",51.0529856,13.7845669,"car_sharing","amenity","teilAuto",NA
"741583649","Sachsen",51.0556238,13.7229356,"car_sharing","amenity","teilAuto",NA
"741597513","Sachsen",51.0452929,13.7774134,"car_sharing","amenity","teilAuto",NA
"741604381","Sachsen",51.0559458,13.7650095,"car_sharing","amenity","teilAuto",NA
"741608863","Sachsen",51.0386921,13.7306571,"car_sharing","amenity","teilAuto",NA
"741617756","Sachsen",51.0378876,13.6938492,"car_sharing","amenity","teilAuto",NA
"741627676","Sachsen",51.044227,13.8003597,"car_sharing","amenity","teilAuto",NA
"876423679","Sachsen",51.068302,13.7552785,"car_sharing","amenity","teilAuto","4"
"982610335","Sachsen",51.0381785,13.7046104,"car_sharing","amenity","teilAuto",NA
"982610340","Sachsen",51.0436101,13.6930712,"car_sharing","amenity","teilAuto","1"
"1014537805","Sachsen",51.0467766,13.7693674,"car_sharing","amenity",NA,NA
"1108250133","Sachsen",51.3077183,12.3781282,"car_sharing","amenity","teilAuto",NA
"1119052494","Sachsen",51.3081701,12.3718148,"car_sharing","amenity","teilAuto",NA
"1139271706","Sachsen",51.3341471,12.3258813,"car_sharing","amenity","teilAuto",NA
"1272001546","Sachsen",50.921653,13.3441062,"car_sharing","amenity","teilAuto","2"
"1515072940","Sachsen",51.2962196,12.3876801,"car_sharing","amenity",NA,NA
"1526123110","Sachsen",51.310503,12.3966877,"car_sharing","amenity","teilAuto",NA
"1658105128","Sachsen",51.0265304,13.7612138,"car_sharing","amenity","teilAuto","3"
"1695291643","Sachsen",51.0340905,13.7235579,"car_sharing","amenity","teilAuto","2"
"1722955565","Sachsen",51.046356,13.796164,"car_sharing","amenity","teilAuto","1"
"1756753302","Sachsen",51.3312023,12.3460252,"car_sharing","amenity","teilAuto","2"
"1756761333","Sachsen",51.3376974,12.3399409,"car_sharing","amenity","teilAuto","1"
"1780116577","Sachsen",51.0504527,13.7791891,"car_sharing","amenity","teilAuto",NA
"1851647113","Sachsen",51.0332772,13.709285,"car_sharing","amenity","teilAuto",NA
"1878710623","Sachsen",51.0691963,13.7541902,"car_sharing","amenity","teilAuto","1"
"1905433824","Sachsen",51.3202252,12.337907,"car_sharing","amenity","teilAuto","2"
"1911941366","Sachsen",51.3285682,12.3479986,"car_sharing","amenity","teilAuto","3"
"2058586754","Sachsen",51.0390564,13.732662,"car_sharing","amenity","teilAuto","1"
"2110430109","Sachsen",51.0186165,13.704819,"car_sharing","amenity","teilAuto",NA
"2295756992","Sachsen",51.0401243,13.8057104,"car_sharing","amenity","teilAuto","1"
"2356354147","Sachsen",51.279472,12.3774926,"car_sharing","amenity","teilAuto","1"
"2400335783","Sachsen",51.3325577,12.4020867,"car_sharing","amenity","teilAuto",NA
"2400335784","Sachsen",51.3385911,12.3993551,"car_sharing","amenity","teilAuto",NA
"2400494492","Sachsen",51.3386981,12.3931616,"car_sharing","amenity","teilAuto",NA
"2408764566","Sachsen",51.3379573,12.406762,"car_sharing","amenity","teilAuto",NA
"2417607764","Sachsen",51.3426831,12.3975123,"car_sharing","amenity","teilAuto",NA
"2419666212","Sachsen",51.0444414,13.7854115,"car_sharing","amenity","teilAuto",NA
"2423886502","Sachsen",51.3016495,12.4316209,"car_sharing","amenity","teilAuto",NA
"2433988425","Sachsen",51.0760635,13.7476279,"car_sharing","amenity","teilAuto","2"
"2455349027","Sachsen",51.3233992,12.4013848,"car_sharing","amenity","teilAuto",NA
"2463620521","Sachsen",51.345414,12.3575512,"car_sharing","amenity","teilAuto",NA
"2488142831","Sachsen",51.0593986,13.7840463,"car_sharing","amenity","teilAuto",NA
"2504623675","Sachsen",50.9616525,13.9305748,"car_sharing","amenity","teilAuto","1"
"2504623676","Sachsen",50.9630112,13.9379414,"car_sharing","amenity","teilAuto","1"
"2505021522","Sachsen",51.0446223,13.807613,"car_sharing","amenity","teilAuto","1"
"2505021523","Sachsen",51.0480699,13.7912518,"car_sharing","amenity","teilAuto","1"
"2505021524","Sachsen",51.0412458,13.800311,"car_sharing","amenity","teilAuto","2"
"2505021525","Sachsen",51.0464356,13.8119342,"car_sharing","amenity","teilAuto","2"
"2505021526","Sachsen",51.0425421,13.7982093,"car_sharing","amenity","teilAuto","2"
"2505021527","Sachsen",51.0461302,13.795205,"car_sharing","amenity","teilAuto","1"
"2559970218","Sachsen",51.0362811,13.730303,"car_sharing","amenity","teilAuto","4"
"2612313608","Sachsen",51.3637096,12.3827593,"car_sharing","amenity","teilAuto","2"
"2711460011","Sachsen",51.3167255,12.4217164,"car_sharing","amenity","teilAuto",NA
"2713212195","Sachsen",51.3262264,12.3793981,"car_sharing","amenity","teilAuto","2"
"2812875239","Sachsen",51.332903,12.3750974,"car_sharing","amenity","teilAuto","1"
"2819358349","Sachsen",51.0282951,13.7481798,"car_sharing","amenity","teilAuto","1"
"2847650062","Sachsen",51.3634362,12.3596392,"car_sharing","amenity","teilAuto",NA
"2998943133","Sachsen",51.0713755,13.7588436,"car_sharing","amenity","teilAuto",NA
"3065810796","Sachsen",51.3177418,12.3258014,"car_sharing","amenity",NA,NA
"3065810798","Sachsen",51.327216,12.3302056,"car_sharing","amenity",NA,NA
"3076381307","Sachsen",51.0661453,13.7551655,"car_sharing","amenity","teilAuto","2"
"3076518729","Sachsen",51.0632548,13.7531842,"car_sharing","amenity","teilAuto","3"
"3076531531","Sachsen",51.0625556,13.7580808,"car_sharing","amenity","teilAuto","1"
"3076535302","Sachsen",51.0642059,13.7594943,"car_sharing","amenity","teilAuto","3"
"3132702590","Sachsen",51.04314,13.7738856,"car_sharing","amenity",NA,NA
"3168638607","Sachsen",51.0287632,13.8010653,"car_sharing","amenity",NA,NA
"3168639511","Sachsen",51.0339071,13.7466831,"car_sharing","amenity",NA,NA
"3186255664","Sachsen",51.0519568,13.803495,"car_sharing","amenity",NA,NA
"3219611293","Sachsen",51.3189691,12.3413615,"car_sharing","amenity","teilAuto","3"
"3268626226","Sachsen",51.0610187,13.7190004,"car_sharing","amenity","teilAuto","2"
"3328400832","Sachsen",51.0618597,13.8516353,"car_sharing","amenity",NA,NA
"3362043932","Sachsen",51.3039544,12.4254729,"car_sharing","amenity","teilAuto",NA
"3372224902","Sachsen",51.3462524,12.447158,"car_sharing","amenity","teilAuto",NA
"3380828485","Sachsen",51.320887,12.3969105,"car_sharing","amenity","teilAuto",NA
"3389536740","Sachsen",50.8339418,12.8992466,"car_sharing","amenity",NA,"2"
"3430935117","Sachsen",51.3349532,12.3362903,"car_sharing","amenity","teilAuto","2"
"3430935118","Sachsen",51.3306668,12.3396974,"car_sharing","amenity","teilAuto","1"
"3430935119","Sachsen",51.3321179,12.335748,"car_sharing","amenity","teilAuto","2"
"3430935120","Sachsen",51.3373799,12.3336496,"car_sharing","amenity","teilAuto","3"
"3430935121","Sachsen",51.3356508,12.3283533,"car_sharing","amenity","teilAuto","1"
"3430936995","Sachsen",51.3378342,12.3305088,"car_sharing","amenity","teilAuto","1"
"3430936996","Sachsen",51.330384,12.3307064,"car_sharing","amenity","teilAuto","3"
"3430936997","Sachsen",51.3304471,12.3321208,"car_sharing","amenity","teilAuto","2"
"3452457503","Sachsen",51.0715227,13.7714462,"car_sharing","amenity","teilAuto","2"
"3452460247","Sachsen",51.0692045,13.7798238,"car_sharing","amenity","teilAuto","1"
"3470973389","Sachsen",51.3337314,12.4070538,"car_sharing","amenity","teilAuto",NA
"3470975093","Sachsen",51.3244114,12.3899574,"car_sharing","amenity","teilAuto",NA
"3494551254","Sachsen",51.0675729,13.7459729,"car_sharing","amenity","teilAuto","3"
"3503679030","Sachsen",50.9095061,13.3434281,"car_sharing","amenity","teilAuto","1"
"3641952086","Sachsen",51.3384761,12.3913597,"car_sharing","amenity","teilAuto",NA
"3673676973","Sachsen",50.9181582,13.3379741,"car_sharing","amenity","teilAuto","1"
"3673691118","Sachsen",50.8371062,12.9292667,"car_sharing","amenity","teilAuto","2"
"3686315049","Sachsen",51.0520409,13.7312203,"car_sharing","amenity","TeilAuto",NA
"3688503818","Sachsen",51.3429861,12.3777209,"car_sharing","amenity",NA,NA
"3733234260","Sachsen",50.8196619,12.9352737,"car_sharing","amenity","teilAuto","1"
"3733236042","Sachsen",50.8277165,12.9036037,"car_sharing","amenity","teilAuto","1"
"3733240071","Sachsen",50.8325364,12.9168875,"car_sharing","amenity","teilAuto","2"
"3733243888","Sachsen",50.8350567,12.8934338,"car_sharing","amenity","teilAuto","1"
"3761762628","Sachsen",51.3353701,12.4125539,"car_sharing","amenity","teilAuto",NA
"3769888503","Sachsen",51.3300465,12.3846278,"car_sharing","amenity","teilAuto",NA
"3780431430","Sachsen",50.9176928,13.3380649,"car_sharing","amenity","teilAuto",NA
"3804945257","Sachsen",50.8408285,12.9258821,"car_sharing","amenity","teilAuto","2"
"3844997163","Sachsen",51.0762956,13.7335486,"car_sharing","amenity","teilAuto","2"
"3961868849","Sachsen",51.315088,12.3680723,"car_sharing","amenity","teilAuto","2"
"343864074","Hamburg",53.4564667,9.9905289,"car_sharing","amenity","greenwheels",NA
"405793232","Hamburg",53.582168,10.0625086,"car_sharing","amenity","greenwheels.com",NA
"405794876","Hamburg",53.5776387,10.0599474,"car_sharing","amenity","greenwheels.com",NA
"405798534","Hamburg",53.5784628,10.0448017,"car_sharing","amenity","greenwheels.com",NA
"405801258","Hamburg",53.5856497,10.0459553,"car_sharing","amenity","greenwheels.com",NA
"405806609","Hamburg",53.5910869,10.0560348,"car_sharing","amenity","greenwheels.com",NA
"405817034","Hamburg",53.5666136,9.9862854,"car_sharing","amenity","greenwheels.com",NA
"495434638","Hamburg",53.582655,10.0489042,"car_sharing","amenity","Cambio","2"
"612621168","Hamburg",53.5543339,9.923073,"car_sharing","amenity","cambio",NA
"612621176","Hamburg",53.5634917,9.9599651,"car_sharing","amenity","cambio",NA
"663118913","Hamburg",53.6066266,9.9073905,"car_sharing","amenity",NA,NA
"670253660","Hamburg",53.5628297,9.9498778,"car_sharing","amenity",NA,NA
"682865869","Hamburg",53.5531292,9.9332294,"car_sharing","amenity","Cambio",NA
"683730301","Hamburg",53.5608733,9.9070818,"car_sharing","amenity",NA,NA
"683738377","Hamburg",53.5649868,9.9561275,"car_sharing","amenity",NA,NA
"687859637","Hamburg",53.5671377,10.0398469,"car_sharing","amenity","Cambio",NA
"687859661","Hamburg",53.5806378,10.0204867,"car_sharing","amenity","Cambio",NA
"687894593","Hamburg",53.5553759,9.9432777,"car_sharing","amenity","Cambio","3"
"860274023","Hamburg",53.585414,9.971827,"car_sharing","amenity",NA,NA
"1148740091","Hamburg",53.5633226,10.0369152,"car_sharing","amenity","Cambio","4"
"1148745542","Hamburg",53.5709028,10.0315851,"car_sharing","amenity","Cambio",NA
"1433782911","Hamburg",53.5777206,9.9435864,"car_sharing","amenity","Cambio",NA
"1622614736","Hamburg",53.5779392,10.0171272,"car_sharing","amenity","Cambio",NA
"2127161556","Hamburg",53.5499281,9.9313955,"car_sharing","amenity","Cambio",NA
"2168540585","Hamburg",53.5847525,10.0472838,"car_sharing","amenity","cambio",NA
"2168543575","Hamburg",53.6043452,10.0399134,"car_sharing","amenity","cambio",NA
"2168544723","Hamburg",53.4886607,10.2058726,"car_sharing","amenity","cambio",NA
"2487903939","Hamburg",53.5615322,9.9277272,"car_sharing","amenity","Cambio",NA
"2631619707","Hamburg",53.5665236,9.8333526,"car_sharing","amenity","Cambio",NA
"3527721052","Hamburg",53.5665954,9.8659803,"car_sharing","amenity","CiteeCar","1"
"3682310499","Hamburg",53.5871641,10.0342962,"car_sharing","amenity","Cambio",NA
"3826704110","Hamburg",53.5722355,10.0282289,"car_sharing","amenity","car2go black",NA
"3826724095","Hamburg",53.5529421,10.0007404,"car_sharing","amenity","car2go black",NA
"3826746496","Hamburg",53.552416,9.9361174,"car_sharing","amenity","car2go black",NA
"3826781225","Hamburg",53.4567129,9.992569,"car_sharing","amenity","car2go black",NA
"3826806288","Hamburg",53.5885955,10.0330073,"car_sharing","amenity","car2go black",NA
"3826851292","Hamburg",53.5897991,9.9892311,"car_sharing","amenity","car2go black",NA
