"","lat","lon","place","name"
"1",54.3326815,10.1118931,"Schleswig-Holstein","Bonema"
"2",54.6597364,9.9317043,"Schleswig-Holstein","dodo club"
"3",53.8620833,10.6875244,"Schleswig-Holstein","Jazz Cafe LÃ¼beck"
"4",53.8704548,10.6883674,"Schleswig-Holstein","Bolero"
"5",54.1673982,10.5498371,"Schleswig-Holstein","Edgar's"
"6",53.5784524,9.7044075,"Schleswig-Holstein","I touch"
"7",54.3311294,10.1799181,"Schleswig-Holstein","Lola Coffee Bar"
"8",54.0917338,10.8051877,"Schleswig-Holstein","Baritim"
"9",53.627735,10.6871337,"Schleswig-Holstein","Giu"
"10",53.6133631,10.6745729,"Schleswig-Holstein","Bogeys Bar"
"11",53.8078191,10.3870054,"Schleswig-Holstein","Viva"
"12",54.3108153,10.7972784,"Schleswig-Holstein","Die Bar"
"13",53.602991,10.6964212,"Schleswig-Holstein","Sports Bar"
"14",54.4075949,10.2897458,"Schleswig-Holstein","Timeout Sportsbar"
"15",54.3042423,9.6810928,"Schleswig-Holstein",NA
"16",53.8096916,10.3760581,"Schleswig-Holstein",NA
"17",53.8090111,10.3698975,"Schleswig-Holstein","Eisbar"
"18",54.3059835,9.6601279,"Schleswig-Holstein","Ruby Days"
"19",54.3041115,9.6648648,"Schleswig-Holstein","Recall"
"20",53.7857388,9.4115278,"Schleswig-Holstein","De Molenkieker"
"21",54.335277,10.1276777,"Schleswig-Holstein","Hansa 48"
"22",54.2936722,10.588106,"Schleswig-Holstein","LPSbar"
"23",53.7078954,9.9904355,"Schleswig-Holstein","LenciÂ´s DrinX"
"24",54.3147184,10.1326864,"Schleswig-Holstein","winner's"
"25",54.3141688,10.1321021,"Schleswig-Holstein","El Sombrero - Cantina Mexicana"
"26",53.8671878,10.6809413,"Schleswig-Holstein","Barcio"
"27",54.3160158,10.1333491,"Schleswig-Holstein","Deck 8"
"28",54.3466034,10.1532616,"Schleswig-Holstein","Seebar DÃ¼sternbrook"
"29",54.1655431,10.5473305,"Schleswig-Holstein","SunSeaBar"
"30",53.8386568,10.6940473,"Schleswig-Holstein","Stress"
"31",54.774554,9.4406925,"Schleswig-Holstein","Kulturwerkstatt KÃ¼hlhaus e.V."
"32",53.9484818,9.7201831,"Schleswig-Holstein","Cohiba Bar"
"33",54.505283,9.5413987,"Schleswig-Holstein","Bistro Topaz"
"34",54.9867142,8.3622806,"Schleswig-Holstein",NA
"35",53.8612586,10.6320566,"Schleswig-Holstein","Rider's CafÃ© Music Club"
"36",54.3232817,10.1390698,"Schleswig-Holstein","Hemingway"
"37",54.3231655,10.1392617,"Schleswig-Holstein","Mango's"
"38",53.8719838,10.6857494,"Schleswig-Holstein","La Havanna"
"39",54.7718401,8.9753623,"Schleswig-Holstein",NA
"40",54.9082123,8.3046395,"Schleswig-Holstein","Wunderbar"
"41",54.9094821,8.3025606,"Schleswig-Holstein","HÃ¼tchen Bar"
"42",54.7565254,8.2911104,"Schleswig-Holstein","Steffis Bierbar"
"43",54.6827939,8.5676083,"Schleswig-Holstein","Aqua Marin"
"44",54.4774482,9.047726,"Schleswig-Holstein","Cava"
"45",53.8621545,10.6880422,"Schleswig-Holstein","Friends"
"46",54.9557369,8.3393853,"Schleswig-Holstein","Pony"
"47",53.6725483,10.239619,"Schleswig-Holstein","Vertigo"
"48",53.9236084,9.5213803,"Schleswig-Holstein","Havana"
"49",54.0217656,10.7495989,"Schleswig-Holstein","Bierstube ""Der Kutscher"""
"50",54.0253532,10.758676,"Schleswig-Holstein","DÃ¼nen Lagune"
"51",54.0254124,10.7586452,"Schleswig-Holstein","DÃ¼nen Lagune"
"52",54.3288351,10.1351883,"Schleswig-Holstein","La Bodega del Sol"
"53",54.1042302,10.5852076,"Schleswig-Holstein","Back to the Roots"
"54",53.8697653,10.6813503,"Schleswig-Holstein","jaxx"
"55",53.86977,10.6808979,"Schleswig-Holstein","Piranha Bar"
"56",53.8618982,10.681548,"Schleswig-Holstein","Chapeau Claque"
"57",53.774973,10.5946141,"Schleswig-Holstein","Imbiss & GetrÃ¤nke"
"58",53.8760767,10.6884865,"Schleswig-Holstein","Strandsalon"
"59",53.8653796,10.685895,"Schleswig-Holstein","Apfelsinchen"
"60",54.4116085,11.2106989,"Schleswig-Holstein","Beach Bar"
"61",54.3226608,10.1310456,"Schleswig-Holstein","Birdcage"
"62",54.3149356,10.1486632,"Schleswig-Holstein","Zum Haifisch"
"63",53.8714095,10.6821282,"Schleswig-Holstein","pih"
"64",54.4486723,11.1466504,"Schleswig-Holstein","Sportlerheim RSV Landkirchen Lounge"
"65",54.3149573,10.1185331,"Schleswig-Holstein","CAFÃ‰ BAR CULTUÐ¯A"
"66",54.3384013,10.1330487,"Schleswig-Holstein","soto's"
"67",54.3332083,10.1325167,"Schleswig-Holstein","Bar 59"
"68",54.3281978,10.1339184,"Schleswig-Holstein","SubZero"
"69",54.1641188,10.565752,"Schleswig-Holstein","WeinrÃ¶mer"
"70",54.3216218,10.1315225,"Schleswig-Holstein","ChaplinÂ´s Cocktailbar"
"71",53.863095,10.6822179,"Schleswig-Holstein","tikiki bar"
"72",54.3107617,10.1479708,"Schleswig-Holstein","Hempels - Trinkraum"
"73",54.3147066,10.1462771,"Schleswig-Holstein","Dithmarscher DÃ¶ns"
"74",54.3806093,10.96238,"Schleswig-Holstein","KiKi Bar"
"75",53.8718496,10.6900191,"Schleswig-Holstein","Tonfink - KulturcafÃ© & Bar"
"76",54.4692517,9.8375324,"Schleswig-Holstein","Sub Zero"
"77",54.181346,7.8902633,"Schleswig-Holstein","COHIBAR"
"78",53.9026372,9.8899026,"Schleswig-Holstein","Tanz Bar"
"79",54.3366057,10.132971,"Schleswig-Holstein","Cafe do Sul"
"80",54.6623266,9.9283666,"Schleswig-Holstein","brick"
"81",54.3218392,10.1240054,"Schleswig-Holstein","Easy Life"
"82",54.3363801,10.1894528,"Schleswig-Holstein","City Play Spielkasino"
"83",54.3164994,10.1203347,"Schleswig-Holstein","JuMe"
"84",53.9946258,10.8118714,"Schleswig-Holstein","Riff Strandbar"
"85",53.8706888,10.7137191,"Schleswig-Holstein","Kottwitz"
"86",54.3373932,10.1920782,"Schleswig-Holstein","Holsten BrÃ¤u"
"87",53.6737442,10.2396828,"Schleswig-Holstein","Blue"
"88",54.2231482,11.0882106,"Schleswig-Holstein","Tropicana"
"89",54.1446884,10.9628389,"Schleswig-Holstein","Fussballkneipe"
"90",53.4366491,10.3687334,"Schleswig-Holstein","Blue"
"91",54.233055,10.2816659,"Schleswig-Holstein","La Ultima"
"92",54.3806786,10.9784722,"Schleswig-Holstein",NA
"93",54.7869465,9.4339508,"Schleswig-Holstein","Shakirs"
"94",54.3150623,10.1489519,"Schleswig-Holstein","ZwitscherstÃ¼bchen"
"95",54.3061105,10.1205894,"Schleswig-Holstein","Cafe Sphinx"
"96",54.1870898,11.0601635,"Schleswig-Holstein","Blue"
"97",54.3531745,11.0819544,"Schleswig-Holstein","Chillaz"
"98",54.3577829,11.0885934,"Schleswig-Holstein","Vitalbar"
"99",54.3278082,10.1303578,"Schleswig-Holstein","Die Villa"
"100",54.322385,10.1424068,"Schleswig-Holstein","Tatort Bar"
"101",53.6990417,10.7764619,"Schleswig-Holstein","WalliWood"
"102",54.3212813,10.1318638,"Schleswig-Holstein","Trafo Cocktail-Bar"
"103",53.9187409,10.6965998,"Schleswig-Holstein","Cockpit"
"104",54.321265,10.13205,"Schleswig-Holstein","BarRico"
"105",53.8963337,9.1556608,"Schleswig-Holstein","Copacanala Strandbar"
"106",54.3231864,10.1234001,"Schleswig-Holstein","Cockpit"
"107",54.3234168,10.1405635,"Schleswig-Holstein","Saranda Lounge"
"108",54.321917,10.1419428,"Schleswig-Holstein","Kaskade"
"109",54.3204909,10.13827,"Schleswig-Holstein","Prestige 31"
"110",54.7844258,9.4365705,"Schleswig-Holstein","Fresh INN"
"111",54.5840587,10.0238799,"Schleswig-Holstein","Moby Dick"
"112",53.8693523,10.6801984,"Schleswig-Holstein","La Vida"
"113",53.9229503,9.5199961,"Schleswig-Holstein","Lauschbar"
"114",54.3201943,10.1290688,"Schleswig-Holstein","Diamond Lounge"
"115",54.3207658,10.1268677,"Schleswig-Holstein","Am Exer"
"116",54.3189331,10.1332736,"Schleswig-Holstein","Biergarten Holstenplatz"
"117",54.3203261,10.1282074,"Schleswig-Holstein","Bier-Bar"
"118",54.4759947,9.050394,"Schleswig-Holstein","FriesenhÃ¼tte"
"119",54.4738943,9.8408889,"Schleswig-Holstein","Temptation"
"120",54.3327786,10.1178894,"Schleswig-Holstein","Musik- und Sportsbar"
"121",54.3327393,10.1117035,"Schleswig-Holstein","Oriri"
"122",54.3213601,10.1317146,"Schleswig-Holstein","Trafo Bar"
"123",53.7943805,9.9815673,"Schleswig-Holstein","zobi's bar & lounge"
"124",53.5965144,10.0430155,"Hamburg","Zahara"
"125",53.5625379,9.9643633,"Hamburg","Goldfischglas"
"126",53.6415049,10.0373367,"Hamburg",NA
"127",53.5527507,9.923955,"Hamburg","Ja-Su Bar"
"128",53.5980635,9.8614674,"Hamburg","Musti"
"129",53.564251,9.983485,"Hamburg","Zum Tanzenden Einhorn"
"130",53.5497242,9.9608715,"Hamburg","Albers Bar"
"131",53.5492265,9.9848943,"Hamburg","Erste Liebe Bar"
"132",53.5459707,9.9525942,"Hamburg","Cabana"
"133",53.5694668,10.0275389,"Hamburg","Cocktrail Bar"
"134",53.4634766,9.9808718,"Hamburg","Brazil Bar"
"135",53.5574732,10.0120803,"Hamburg","Bellini Bar"
"136",53.5942724,10.0164008,"Hamburg","El Ray"
"137",53.5727173,10.0161224,"Hamburg","Caipi Colada"
"138",53.5716128,9.9860208,"Hamburg","Windschirm"
"139",53.5932486,9.9895118,"Hamburg","Koops Bar"
"140",53.5651747,9.9606469,"Hamburg","Amanda 66"
"141",53.5697351,9.9464713,"Hamburg","Astra"
"142",53.6278904,10.1689496,"Hamburg","Haithabu"
"143",53.6181749,10.091964,"Hamburg","Dingsda"
"144",53.5624681,9.9611458,"Hamburg","Die Herren Simpel"
"145",53.5418412,10.1025218,"Hamburg","Charlie Musik- Cocktailbar"
"146",53.5811551,10.009361,"Hamburg","Bar du Nord"
"147",53.4571777,9.9870581,"Hamburg","Fun&Play Casino"
"148",53.5168428,9.9888964,"Hamburg",NA
"149",53.5512055,9.9610954,"Hamburg","Blauer Peter"
"150",53.5483459,9.9609387,"Hamburg","Frieda B."
"151",53.5511597,9.9610944,"Hamburg","Roschinsky's"
"152",53.5481948,9.9603363,"Hamburg","20 Flight Rock"
"153",53.548165,9.9602079,"Hamburg","Cobra Bar St. Pauli"
"154",53.5503083,9.9614778,"Hamburg","Nachtlager"
"155",53.5507588,9.9614052,"Hamburg","Lunacy"
"156",53.5475386,9.9620028,"Hamburg","Komet"
"157",53.5533976,9.9293056,"Hamburg","red lounge"
"158",53.55276,9.961079,"Hamburg","Drei Freunde"
"159",53.5587774,9.9645758,"Hamburg","Zoe II"
"160",53.4954241,10.2057546,"Hamburg","Lola Bar"
"161",53.5494663,9.9635625,"Hamburg",NA
"162",53.5502611,9.9603135,"Hamburg","WunderBar"
"163",53.5591272,9.8877155,"Hamburg",NA
"164",53.6188731,10.0798193,"Hamburg","F1"
"165",53.6142925,10.0788032,"Hamburg","Break-Point Billard"
"166",53.5554464,9.9876694,"Hamburg","The Goose Club"
"167",53.5909938,10.0025925,"Hamburg","Dorotheum"
"168",53.5719348,9.9611401,"Hamburg","Sweet Virginia"
"169",53.5818007,9.9776256,"Hamburg","Marsbar GmbH"
"170",53.5478914,9.9610227,"Hamburg",NA
"171",53.5508056,9.9692035,"Hamburg","Zwick"
"172",53.563013,9.9611318,"Hamburg","Thier"
"173",53.5789385,10.0134448,"Hamburg","Julius Meinl Kaffeehaus im Fiedlers"
"174",53.5535408,10.0147022,"Hamburg","Toms Saloon"
"175",53.5458684,10.0183801,"Hamburg","Kai 10"
"176",53.4443394,9.9989442,"Hamburg","Bumerang"
"177",53.4558276,9.9844598,"Hamburg","Olympia"
"178",53.5635864,9.9592948,"Hamburg","Good Old Days"
"179",53.5455464,9.974007,"Hamburg","Cruise Lounge Hamburg"
"180",53.5498413,9.9625268,"Hamburg","Old Sailor"
"181",53.573178,10.071089,"Hamburg","Zahara Shisha"
"182",53.6403802,9.9468394,"Hamburg","Bar Horizont Niendorf"
"183",53.5534209,9.9580457,"Hamburg","Luba Luft"
"184",53.5489153,9.9606348,"Hamburg","Quer Club"
"185",53.5501691,9.9945708,"Hamburg","Le Lion"
"186",53.5554579,9.987288,"Hamburg","Meyer Lansky's"
"187",53.5978867,9.8624276,"Hamburg","Crazy Bar"
"188",53.5524087,9.9878676,"Hamburg","Bricks"
"189",53.5624979,9.961774,"Hamburg","Daniela Bar"
"190",53.4646529,9.9601088,"Hamburg","Heimfelder Bar"
"191",53.4633052,9.9530331,"Hamburg","KÃ¶pi Heimfeld / Blaue Nacht"
"192",53.5308625,9.9957211,"Hamburg",NA
"193",53.5532621,9.957865,"Hamburg","Roosen Bar"
"194",53.5585878,9.9591856,"Hamburg","SÃ¼nde Bar"
"195",53.5452604,9.9517574,"Hamburg","Golem"
"196",53.556316,9.9636045,"Hamburg","Hoch 3"
"197",53.5563198,9.9639881,"Hamburg","Landgang"
"198",53.5552094,9.9618955,"Hamburg","Otzentreff"
"199",53.5538423,9.9634297,"Hamburg","Shebeen"
"200",53.5528352,9.9630491,"Hamburg","Brachmanns Galeron"
"201",53.5541984,9.9989018,"Hamburg","Ciu' Die Bar"
"202",53.5503066,9.9808166,"Hamburg","Micky's"
"203",53.5514138,9.9813598,"Hamburg","Bambus"
"204",53.4870555,10.2120102,"Hamburg","November"
"205",53.4848901,10.218307,"Hamburg","Bla Bla"
"206",53.5699402,9.9505221,"Hamburg","Bar Jasou"
"207",53.5670837,9.9557691,"Hamburg","Bar Sabrina"
"208",53.5561313,9.9823198,"Hamburg","H2O"
"209",53.5516419,9.9882134,"Hamburg","Nox"
"210",53.556551,9.962768,"Hamburg","Gewerbe 5"
"211",53.5557074,9.9521282,"Hamburg","La Notte"
"212",53.546515,10.0934048,"Hamburg","85-Lounge"
"213",53.6283907,10.0034695,"Hamburg","St. Pauli"
"214",53.5580619,10.0125186,"Hamburg","Weinbar Collio"
"215",53.5736062,10.0712123,"Hamburg","Massari Lounge"
"216",53.5430217,9.9982349,"Hamburg","Club 20457"
"217",53.548183,9.963398,"Hamburg","Skorbut Punkrockkneipe"
"218",53.5625634,9.9616887,"Hamburg","Katze"
"219",53.5455821,9.9519188,"Hamburg","Pyrates"
"220",53.572706,9.95935,"Hamburg","Austerbar"
"221",53.5627155,9.9497263,"Hamburg","Quatsch Comedy Club"
"222",53.5585786,9.9674855,"Hamburg","Dschungel"
"223",53.5627207,9.9641942,"Hamburg","Diwan"
"224",53.5523376,9.9648819,"Hamburg","MÃ¶we Sturzflug"
"225",53.5387375,10.1221927,"Hamburg","Treffpunkt"
"226",53.5714837,9.9882298,"Hamburg","CavaRo Weinbar"
"227",53.5638832,9.9652092,"Hamburg","Absinth"
"228",53.5882336,10.0970395,"Hamburg","Bolero"
"229",53.555934,9.8649825,"Hamburg","Redroom"
"230",53.5495042,9.963615,"Hamburg","Schmidt Theater"
"231",53.5488866,9.9614373,"Hamburg","Drafthouse"
"232",53.5777828,9.9778888,"Hamburg","Wein Viertel"
"233",53.551108,9.957165,"Hamburg","Kiez Alm Hamburg"
"234",53.5499403,9.9955347,"Hamburg","Hommage"
"235",53.5506565,9.9611339,"Hamburg","Barbarabar"
"236",53.555533,9.9893599,"Hamburg","Momo Bar"
"237",53.5511305,9.9620902,"Hamburg","KorallBar"
"238",53.5458496,9.9309547,"Hamburg","Rainville Elbterassen"
"239",53.5776403,9.9513015,"Hamburg","Mr. Ape"
"240",53.5471488,9.9631083,"Hamburg","DAVID'S"
"241",53.5472091,9.9633526,"Hamburg","20up"
"242",53.558903,10.0250455,"Hamburg","Alster Lounge"
"243",53.5711793,10.0283061,"Hamburg","Freundlich + Kompetent"
"244",53.5646391,9.9705488,"Hamburg","Cave Bar"
"245",53.4361615,9.933786,"Hamburg","Tapas Bar Mi Esperanza"
"246",53.5750376,9.8898211,"Hamburg","Arena Bar"
"247",53.4622441,9.9837632,"Hamburg","Billards B7"
"248",53.5479504,9.9796696,"Hamburg","Taifun"
"249",53.5586584,9.9646053,"Hamburg","Zoe III"
"250",53.5538707,9.9822744,"Hamburg","Savvy"
"251",53.5540162,10.011417,"Hamburg","Denis Bar"
"252",53.5541412,10.0110777,"Hamburg","Vanessa Bar"
"253",53.5541723,10.0112185,"Hamburg","Dschungel Bar"
"254",53.5540879,10.0108698,"Hamburg","WunderBar"
"255",53.5542031,10.0120752,"Hamburg","WindstÃ¤rke 11"
"256",53.5541653,10.0119523,"Hamburg","Rund um die Uhr"
"257",53.5836041,9.8807686,"Hamburg","Marrakesch"
"258",53.5564614,9.9280672,"Hamburg","Newessbar"
"259",53.5663192,9.9621675,"Hamburg","John Lemon"
"260",53.5957168,9.99809,"Hamburg","Bar Same Same"
"261",53.5554586,9.9821052,"Hamburg","Infinity Lounge"
"262",53.5778757,9.9482843,"Hamburg","Cosy Bar"
"263",53.5599895,9.9665626,"Hamburg","Hamburger Botschaft"
"264",53.5563592,10.0063245,"Hamburg","Bar Hamburg"
"265",53.5511875,10.0357671,"Hamburg","Elissar"
"266",53.5054295,9.9862238,"Hamburg","Bobby's Bar"
"267",53.5515526,9.9675732,"Hamburg","DomschÃ¤nke"
"268",53.5397469,10.1017126,"Hamburg","To Steki"
"269",53.5820557,9.8828877,"Hamburg","Playoff Lounge"
"270",53.5525745,9.9626285,"Hamburg","Copa Cabana"
"271",53.5498031,9.9629391,"Hamburg","Story"
"272",53.5546896,10.000626,"Hamburg","Cascadas"
"273",53.5499569,10.0042543,"Hamburg","Central Congress"
"274",53.5721358,9.9517003,"Hamburg","Das Karrussell"
"275",53.5615496,9.9552346,"Hamburg","Bar 227"
"276",53.5680685,9.9606502,"Hamburg","red lounge"
"277",52.2706256,10.5236611,"Niedersachsen","Barrio Latino"
"278",52.2644138,10.5154875,"Niedersachsen","SiebenschlÃ¤fer"
"279",52.3943961,9.7374188,"Niedersachsen","Acanto"
"280",52.3952008,9.7637855,"Niedersachsen",NA
"281",52.2523721,10.5208136,"Niedersachsen","OkerCabana (Mai-Sept.)"
"282",52.2737784,8.045474,"Niedersachsen","Zimmer Nr. 4"
"283",52.150217,9.9537201,"Niedersachsen","mynt"
"284",53.052321,8.6405659,"Niedersachsen","PhÃ¶nix Sportlounge"
"285",53.1427083,8.220065,"Niedersachsen","Patio"
"286",52.2607467,10.5252651,"Niedersachsen","Luke 6"
"287",53.5825959,6.6681081,"Niedersachsen","Aikes"
"288",51.5348807,9.937794,"Niedersachsen","Nautibar"
"289",51.5425586,9.9320262,"Niedersachsen","BarBylon"
"290",52.266401,8.0502938,"Niedersachsen","Mojito"
"291",52.2714044,8.0348775,"Niedersachsen","Weststadt Shisha Bar"
"292",52.2763021,8.0439487,"Niedersachsen","Polly Esther's"
"293",52.3745187,9.704981,"Niedersachsen","Stubenwechsel"
"294",52.359596,9.7581061,"Niedersachsen","Kaffeepause & Pangea Bar"
"295",52.3716161,9.7399909,"Niedersachsen","Loft"
"296",52.3756962,9.7359454,"Niedersachsen","Fever"
"297",52.3700338,9.7380028,"Niedersachsen","GegenÃ¼ber Weinbar"
"298",52.3756064,9.7480052,"Niedersachsen","Alem"
"299",51.7282844,10.2483335,"Niedersachsen","Carthago"
"300",51.534555,9.930216,"Niedersachsen","Dollar Club"
"301",53.0039145,7.4158758,"Niedersachsen","Steffens"
"302",52.3767408,9.7103389,"Niedersachsen","Tango Milieu"
"303",51.5327139,9.9316157,"Niedersachsen","Bar 52"
"304",52.4604044,9.8144245,"Niedersachsen","Heuboden"
"305",52.4759292,9.7977227,"Niedersachsen","Isernhagen Treff"
"306",52.1017764,9.3749102,"Niedersachsen","La Sol"
"307",52.4581591,9.8106452,"Niedersachsen","Barrique"
"308",52.2333746,11.0077161,"Niedersachsen","aufÂ´m Teich"
"309",52.5047967,9.4456427,"Niedersachsen","Tandem"
"310",52.5570958,7.9500163,"Niedersachsen","Club Diplomat"
"311",52.1029927,9.3579545,"Niedersachsen","Mo Raucherlounge"
"312",53.2534462,10.4091533,"Niedersachsen","Barnini"
"313",52.3646311,9.7566685,"Niedersachsen","Cafe Goldfisch"
"314",52.3749485,9.7313176,"Niedersachsen","Sansibar"
"315",52.3671827,9.714243,"Niedersachsen","Centrum"
"316",52.2660317,10.5150426,"Niedersachsen","Bistro Enoteca Al Trullo"
"317",52.7324504,10.603913,"Niedersachsen","Quasimodo"
"318",52.2613459,9.0532269,"Niedersachsen","Club Z"
"319",52.3738948,9.7071303,"Niedersachsen",NA
"320",53.1466723,8.2162297,"Niedersachsen","PITÃšrinha"
"321",52.3324296,9.4339028,"Niedersachsen","Weinstube Rittergut Wichtringhausen"
"322",53.588308,6.6572875,"Niedersachsen","Ria's Beach"
"323",52.4252819,10.7888622,"Niedersachsen","Sausalitos"
"324",52.4244212,10.7819725,"Niedersachsen","Saunaclub"
"325",52.6947251,7.2936266,"Niedersachsen","New Jersey"
"326",52.3821968,10.4121318,"Niedersachsen","Okerblick"
"327",53.446346,9.1736106,"Niedersachsen","Diskothek Ta-TÃ¶ff"
"328",53.4643314,9.7998294,"Niedersachsen","Sweet Papaya"
"329",51.4386019,9.6618432,"Niedersachsen","Bistro B3"
"330",52.4983399,8.352578,"Niedersachsen","Bar dÃ¼ mar"
"331",51.906857,10.4297926,"Niedersachsen","tim's"
"332",52.5174824,7.3161408,"Niedersachsen","Timeout"
"333",51.7058918,10.0020847,"Niedersachsen","Cutter's Club"
"334",52.3658862,9.7582931,"Niedersachsen","barolo & friends Weinbar"
"335",52.3611097,9.7493531,"Niedersachsen","Zanzarelli Kaffeebar, Feinkost"
"336",52.3269667,9.7809,"Niedersachsen","Club Rasha"
"337",51.982976,9.2519205,"Niedersachsen",NA
"338",51.5311717,9.9357878,"Niedersachsen","Quetsche"
"339",53.1425618,8.2119813,"Niedersachsen","Baldinis"
"340",53.1425105,8.2123095,"Niedersachsen","Paparazzi"
"341",51.8771807,10.5522914,"Niedersachsen","ThrunÂ´s Domizil"
"342",53.1416213,8.2093574,"Niedersachsen","Rio Grande"
"343",52.2684149,8.0566494,"Niedersachsen","Confusion"
"344",53.603237,7.2809565,"Niedersachsen","Pina Colada"
"345",52.265841,10.5183478,"Niedersachsen","Roots Sportsbar"
"346",53.1073654,11.1140344,"Niedersachsen","P6"
"347",52.3798882,9.732485,"Niedersachsen","Pancho Cocktailbar"
"348",52.2752672,8.0718169,"Niedersachsen","Sportbar"
"349",52.2786301,8.0757371,"Niedersachsen","Schinkeltreff"
"350",52.274063,8.0790044,"Niedersachsen","Kneipe Grumpe"
"351",52.0515009,10.0040219,"Niedersachsen","Staki's Eck"
"352",52.7409009,8.195195,"Niedersachsen",NA
"353",52.2771147,8.0779826,"Niedersachsen","Kneipe Thomasburger Eck"
"354",52.2966233,8.010687,"Niedersachsen","Bar Isenbeck"
"355",53.1114109,9.4082244,"Niedersachsen","Calouba"
"356",53.1090793,9.4028232,"Niedersachsen","Dancing Smeraldo"
"357",52.2367468,11.0011881,"Niedersachsen",NA
"358",53.7064511,7.1444219,"Niedersachsen","Fischerkate"
"359",51.7322382,10.6102053,"Niedersachsen","BlaBla"
"360",51.7266818,10.6087896,"Niedersachsen","Jasper"
"361",52.4593883,10.2049559,"Niedersachsen","Pastors Eck"
"362",53.1201021,9.7885223,"Niedersachsen","La Habana"
"363",52.3218721,7.22284,"Niedersachsen","Eierschale"
"364",53.4192075,7.6835064,"Niedersachsen","Decker's Disco"
"365",53.4049324,7.7690934,"Niedersachsen","FlÃ¶rt Center"
"366",53.7044476,7.1450328,"Niedersachsen","KurPalais"
"367",52.2646195,9.627088,"Niedersachsen","Sportheim SV Holtensen"
"368",52.2270217,11.0107378,"Niedersachsen","EinGeschenkt"
"369",52.2256512,11.010667,"Niedersachsen","AltstadtcafÃ©"
"370",52.7226791,10.7476252,"Niedersachsen","Tito`s"
"371",51.5404288,9.9438038,"Niedersachsen","Cichon Wein und Delikatessen"
"372",52.5018086,6.9697702,"Niedersachsen","Gleis1"
"373",52.4997253,6.9669139,"Niedersachsen","BilliardCafÃ©"
"374",52.6042665,7.3170804,"Niedersachsen","Kneipe HÃ¼rkamp"
"375",52.5981837,7.3132918,"Niedersachsen","GaststÃ¤dte Over"
"376",52.6026701,7.3152458,"Niedersachsen","SchÃ¼tzenverein"
"377",53.3665987,7.2052318,"Niedersachsen","La Grotta"
"378",53.3676313,7.2027284,"Niedersachsen","Coco-Bar"
"379",51.5303416,9.9362636,"Niedersachsen","Cocktail Corner"
"380",52.416962,9.8043342,"Niedersachsen","KÃ¶pinski"
"381",52.2730592,8.0469015,"Niedersachsen","Cuabar"
"382",53.2971412,8.1386987,"Niedersachsen",NA
"383",51.7335283,10.6083683,"Niedersachsen","Tenne"
"384",51.532682,9.9369823,"Niedersachsen","Sahara"
"385",52.437583,7.0697109,"Niedersachsen","TanzBar"
"386",51.8732529,10.0338485,"Niedersachsen","TanzcafÃ© Gino"
"387",52.3696152,9.7085436,"Niedersachsen","Barkarole"
"388",53.4349767,7.0976526,"Niedersachsen",NA
"389",52.3774535,9.7381726,"Niedersachsen",NA
"390",52.230174,11.0037965,"Niedersachsen","Goldenes Eck"
"391",52.2271643,11.008775,"Niedersachsen","GauÃŸ Keller"
"392",52.2268328,11.0117946,"Niedersachsen","Sunrise"
"393",52.2269872,11.0120575,"Niedersachsen","BÃ¤reneck"
"394",52.2269051,11.0120306,"Niedersachsen","Number One"
"395",52.2289047,11.0035075,"Niedersachsen","Kleine Kneipe"
"396",52.4251364,9.4264539,"Niedersachsen","COCO'S BEACH"
"397",53.4779841,9.7039905,"Niedersachsen","Tattoobar"
"398",52.4691722,10.5432585,"Niedersachsen","Sky Sportsbar"
"399",52.3512151,10.4351295,"Niedersachsen","Anno"
"400",53.7062562,7.1474131,"Niedersachsen","Goode Wind"
"401",53.2518838,10.4090945,"Niedersachsen","Hemingways"
"402",52.9668079,10.5551183,"Niedersachsen","Mocca"
"403",52.3739026,9.7089455,"Niedersachsen","Vogelfrei"
"404",53.7299084,7.3757254,"Niedersachsen",NA
"405",53.7079886,7.1441895,"Niedersachsen","Die CocktailSchmiede"
"406",53.7069889,7.1432373,"Niedersachsen","Twenty One"
"407",52.9635411,10.560398,"Niedersachsen","Knuts Mixbecher"
"408",52.9647431,10.5645347,"Niedersachsen","Hutladen"
"409",52.3876186,9.7400639,"Niedersachsen","SchloÃŸ-CafÃ©"
"410",53.6463931,8.6005227,"Niedersachsen","Zur Ecke"
"411",53.5919665,7.2123999,"Niedersachsen","Wolbergs"
"412",52.3762363,9.7533726,"Niedersachsen","Tiffany's"
"413",53.7058955,7.1453344,"Niedersachsen","Inselkeller"
"414",52.6238814,10.08644,"Niedersachsen","Coco Loco"
"415",53.7782416,7.6963756,"Niedersachsen","Strandbar"
"416",52.2752286,8.0469222,"Niedersachsen","Oase im Lichthof im L+T"
"417",52.4260598,10.7817205,"Niedersachsen","Kontrast"
"418",52.324121,9.2042348,"Niedersachsen","Mittendrin Bistro am Markt"
"419",52.4254705,10.7891364,"Niedersachsen","vapiano"
"420",52.443852,9.9801907,"Niedersachsen","Moetown"
"421",52.3900194,9.8635769,"Niedersachsen","SchÃ¼tzenhaus Misburg"
"422",51.4180699,9.6531468,"Niedersachsen","Anatolia Harem Cafe"
"423",53.4894521,9.137534,"Niedersachsen","Sam"
"424",53.4050713,7.6065573,"Niedersachsen","Sportklause bei Jens"
"425",52.1261952,9.7337391,"Niedersachsen","Piano-Bar"
